#type,size,gDim,bDim,time,bw in GB/s
Copy_register->shared,48000,  60,  20,5.87944e-066,489.8
Copy_register->shared,1000,   1,  30,3.15477e-066,0.317
Copy_register->shared,8000,   1,  30,1.32723e-056,0.6028
Copy_register->shared,16000,   1,  30,2.50385e-056,0.639
Copy_register->shared,24000,   1,  30,3.66421e-056,0.655
Copy_register->shared,32000,   1,  30,4.66865e-056,0.6854
Copy_register->shared,40000,   1,  30,4.64366e-056,0.8614
Copy_register->shared,48000,   1,  30,4.64306e-056,1.034
Copy_register->shared,1000,   2,  30,2.78775e-066,0.7174
Copy_register->shared,8000,   2,  30,7.52296e-066,2.127
Copy_register->shared,16000,   2,  30,1.32563e-056,2.414
Copy_register->shared,24000,   2,  30,1.90375e-056,2.521
Copy_register->shared,32000,   2,  30,2.49863e-056,2.561
Copy_register->shared,40000,   2,  30,3.07924e-056,2.598
Copy_register->shared,48000,   2,  30,3.66035e-056,2.623
Copy_register->shared,1000,   3,  30,2.73828e-066,1.096
Copy_register->shared,8000,   3,  30,5.54759e-066,4.326
Copy_register->shared,16000,   3,  30,9.38724e-066,5.113
Copy_register->shared,24000,   3,  30,1.32519e-056,5.433
Copy_register->shared,32000,   3,  30,1.71241e-056,5.606
Copy_register->shared,40000,   3,  30,2.18762e-056,5.485
Copy_register->shared,48000,   3,  30,2.49728e-056,5.766
Copy_register->shared,1000,   4,  30,2.91122e-066,1.374
Copy_register->shared,8000,   4,  30,4.51129e-066,7.093
Copy_register->shared,16000,   4,  30,7.4481e-066,8.593
Copy_register->shared,24000,   4,  30,1.02439e-056,9.371
Copy_register->shared,32000,   4,  30,1.32639e-056,9.65
Copy_register->shared,40000,   4,  30,1.62306e-056,9.858
Copy_register->shared,48000,   4,  30,1.90193e-056,10.09
Copy_register->shared,1000,   5,  30,2.75925e-066,1.812
Copy_register->shared,8000,   5,  30,4.25168e-066,9.408
Copy_register->shared,16000,   5,  30,6.22471e-066,12.85
Copy_register->shared,24000,   5,  30,8.522e-066,14.08
Copy_register->shared,32000,   5,  30,1.09499e-056,14.61
Copy_register->shared,40000,   5,  30,1.3312e-056,15.02
Copy_register->shared,48000,   5,  30,1.55402e-056,15.44
Copy_register->shared,1000,  10,  30,3.94577e-066,2.534
Copy_register->shared,8000,  10,  30,2.72477e-066,29.36
Copy_register->shared,16000,  10,  30,3.95027e-066,40.5
Copy_register->shared,24000,  10,  30,4.99231e-066,48.07
Copy_register->shared,32000,  10,  30,6.22039e-066,51.44
Copy_register->shared,40000,  10,  30,7.46921e-066,53.55
Copy_register->shared,48000,  10,  30,8.50271e-066,56.45
Copy_register->shared,1000,  20,  30,2.96723e-066,6.74
Copy_register->shared,8000,  20,  30,2.73139e-066,58.58
Copy_register->shared,16000,  20,  30,2.77193e-066,115.4
Copy_register->shared,24000,  20,  30,3.27863e-066,146.4
Copy_register->shared,32000,  20,  30,3.96456e-066,161.4
Copy_register->shared,40000,  20,  30,4.51909e-066, 177
Copy_register->shared,48000,  20,  30,5.03071e-066,190.8
Copy_register->shared,1000,  30,  30,2.78784e-066,10.76
Copy_register->shared,8000,  30,  30,2.85494e-066,84.06
Copy_register->shared,16000,  30,  30,2.80039e-066,171.4
Copy_register->shared,24000,  30,  30,2.71688e-066, 265
Copy_register->shared,32000,  30,  30,3.08955e-066,310.7
Copy_register->shared,40000,  30,  30,5.36252e-066,223.8
Copy_register->shared,48000,  30,  30,6.03102e-066,238.8
Copy_register->shared,1000,  40,  30,2.74898e-066,14.55
Copy_register->shared,8000,  40,  30,2.76731e-066,115.6
Copy_register->shared,16000,  40,  30,2.77533e-066,230.6
Copy_register->shared,24000,  40,  30,2.7055e-066,354.8
Copy_register->shared,32000,  40,  30,3.64283e-066,351.4
Copy_register->shared,40000,  40,  30,4.47929e-066,357.2
Copy_register->shared,48000,  40,  30,5.0814e-066,377.8
Copy_register->shared,1000,  50,  30,2.7222e-066,18.37
Copy_register->shared,8000,  50,  30,2.71568e-066,147.3
Copy_register->shared,16000,  50,  30,2.74144e-066,291.8
Copy_register->shared,24000,  50,  30,2.85004e-066, 421
Copy_register->shared,32000,  50,  30,3.36892e-066,474.9
Copy_register->shared,40000,  50,  30,4.00221e-066,499.7
Copy_register->shared,48000,  50,  30,4.40915e-066,544.3
Copy_register->shared,1000,  60,  30,4.26962e-066,14.05
Copy_register->shared,8000,  60,  30,2.76306e-066,173.7
Copy_register->shared,16000,  60,  30,2.67338e-066,359.1
Copy_register->shared,24000,  60,  30,2.76466e-066,520.9
Copy_register->shared,32000,  60,  30,3.05014e-066,629.5
Copy_register->shared,40000,  60,  30,4.06816e-066,589.9
Copy_register->shared,48000,  60,  30,4.51651e-066,637.7
Copy_register->shared,1000,   1,  50,2.70044e-066,0.3703
Copy_register->shared,8000,   1,  50,8.53851e-066,0.9369
Copy_register->shared,16000,   1,  50,1.55414e-056,1.03
Copy_register->shared,24000,   1,  50,2.2579e-056,1.063
Copy_register->shared,32000,   1,  50,2.95738e-056,1.082
Copy_register->shared,40000,   1,  50,3.66454e-056,1.092
Copy_register->shared,48000,   1,  50,4.36702e-056,1.099
Copy_register->shared,1000,   2,  50,2.7576e-066,0.7253
Copy_register->shared,8000,   2,  50,5.04419e-066,3.172
Copy_register->shared,16000,   2,  50,8.53132e-066,3.751
Copy_register->shared,24000,   2,  50,1.20761e-056,3.975
Copy_register->shared,32000,   2,  50,1.55325e-056,4.12
Copy_register->shared,40000,   2,  50,1.90204e-056,4.206
Copy_register->shared,48000,   2,  50,2.26027e-056,4.247
Copy_register->shared,1000,   3,  50,2.70782e-066,1.108
Copy_register->shared,8000,   3,  50,4.00771e-066,5.988
Copy_register->shared,16000,   3,  50,6.2576e-066,7.671
Copy_register->shared,24000,   3,  50,8.5283e-066,8.442
Copy_register->shared,32000,   3,  50,1.10322e-056,8.702
Copy_register->shared,40000,   3,  50,1.3257e-056,9.052
Copy_register->shared,48000,   3,  50,1.55833e-056,9.241
Copy_register->shared,1000,   4,  50,2.7225e-066,1.469
Copy_register->shared,8000,   4,  50,3.29581e-066,9.709
Copy_register->shared,16000,   4,  50,5.00533e-066,12.79
Copy_register->shared,24000,   4,  50,6.9655e-066,13.78
Copy_register->shared,32000,   4,  50,8.58248e-066,14.91
Copy_register->shared,40000,   4,  50,1.02692e-056,15.58
Copy_register->shared,48000,   4,  50,1.25712e-056,15.27
Copy_register->shared,1000,   5,  50,2.75847e-066,1.813
Copy_register->shared,8000,   5,  50,2.94928e-066,13.56
Copy_register->shared,16000,   5,  50,4.33276e-066,18.46
Copy_register->shared,24000,   5,  50,5.6914e-066,21.08
Copy_register->shared,32000,   5,  50,7.19132e-066,22.25
Copy_register->shared,40000,   5,  50,8.52799e-066,23.45
Copy_register->shared,48000,   5,  50,9.95687e-066,24.1
Copy_register->shared,1000,  10,  50,2.7606e-066,3.622
Copy_register->shared,8000,  10,  50,2.6731e-066,29.93
Copy_register->shared,16000,  10,  50,2.90423e-066,55.09
Copy_register->shared,24000,  10,  50,3.61038e-066,66.47
Copy_register->shared,32000,  10,  50,4.30857e-066,74.27
Copy_register->shared,40000,  10,  50,5.00854e-066,79.86
Copy_register->shared,48000,  10,  50,5.67977e-066,84.51
Copy_register->shared,1000,  20,  50,2.83871e-066,7.045
Copy_register->shared,8000,  20,  50,2.84655e-066,56.21
Copy_register->shared,16000,  20,  50,2.79719e-066,114.4
Copy_register->shared,24000,  20,  50,2.72621e-066,176.1
Copy_register->shared,32000,  20,  50,2.95513e-066,216.6
Copy_register->shared,40000,  20,  50,3.27289e-066,244.4
Copy_register->shared,48000,  20,  50,3.63855e-066,263.8
Copy_register->shared,1000,  30,  50,2.76446e-066,10.85
Copy_register->shared,8000,  30,  50,2.7689e-066,86.68
Copy_register->shared,16000,  30,  50,3.09482e-066,155.1
Copy_register->shared,24000,  30,  50,2.69626e-066, 267
Copy_register->shared,32000,  30,  50,2.70942e-066,354.3
Copy_register->shared,40000,  30,  50,3.63527e-066,330.1
Copy_register->shared,48000,  30,  50,3.61859e-066,397.9
Copy_register->shared,1000,  40,  50,2.9709e-066,13.46
Copy_register->shared,8000,  40,  50,2.76886e-066,115.6
Copy_register->shared,16000,  40,  50,2.6519e-066,241.3
Copy_register->shared,24000,  40,  50,2.79637e-066,343.3
Copy_register->shared,32000,  40,  50,3.15645e-066,405.5
Copy_register->shared,40000,  40,  50,3.4797e-066,459.8
Copy_register->shared,48000,  40,  50,3.71541e-066,516.8
Copy_register->shared,1000,  50,  50,2.89223e-066,17.29
Copy_register->shared,8000,  50,  50,2.83986e-066,140.9
Copy_register->shared,16000,  50,  50,2.67632e-066,298.9
Copy_register->shared,24000,  50,  50,2.71786e-066,441.5
Copy_register->shared,32000,  50,  50,2.83435e-066,564.5
Copy_register->shared,40000,  50,  50,3.17919e-066,629.1
Copy_register->shared,48000,  50,  50,3.40641e-066,704.6
Copy_register->shared,1000,  60,  50,2.84351e-066,21.1
Copy_register->shared,8000,  60,  50,2.72895e-066,175.9
Copy_register->shared,16000,  60,  50,2.75625e-066,348.3
Copy_register->shared,24000,  60,  50,2.70661e-066, 532
Copy_register->shared,32000,  60,  50,2.90517e-066,660.9
Copy_register->shared,40000,  60,  50,3.51047e-066,683.7
Copy_register->shared,48000,  60,  50,4.04286e-066,712.4
Copy_register->shared,1000,   1, 100,2.68856e-066,0.3719
Copy_register->shared,8000,   1, 100,5.89922e-066,1.356
Copy_register->shared,16000,   1, 100,1.00602e-056,1.59
Copy_register->shared,24000,   1, 100,1.41416e-056,1.697
Copy_register->shared,32000,   1, 100,1.83273e-056,1.746
Copy_register->shared,40000,   1, 100,2.23982e-056,1.786
Copy_register->shared,48000,   1, 100,2.64593e-056,1.814
Copy_register->shared,1000,   2, 100,2.71852e-066,0.7357
Copy_register->shared,8000,   2, 100,3.84857e-066,4.157
Copy_register->shared,16000,   2, 100,5.92748e-066,5.399
Copy_register->shared,24000,   2, 100,7.95725e-066,6.032
Copy_register->shared,32000,   2, 100,1.00189e-056,6.388
Copy_register->shared,40000,   2, 100,1.20615e-056,6.633
Copy_register->shared,48000,   2, 100,1.41994e-056,6.761
Copy_register->shared,1000,   3, 100,2.68388e-066,1.118
Copy_register->shared,8000,   3, 100,3.22997e-066,7.43
Copy_register->shared,16000,   3, 100,4.667e-066,10.28
Copy_register->shared,24000,   3, 100,5.90702e-066,12.19
Copy_register->shared,32000,   3, 100,7.34869e-066,13.06
Copy_register->shared,40000,   3, 100,8.81665e-066,13.61
Copy_register->shared,48000,   3, 100,1.00526e-056,14.32
Copy_register->shared,1000,   4, 100,2.8453e-066,1.406
Copy_register->shared,8000,   4, 100,2.8481e-066,11.24
Copy_register->shared,16000,   4, 100,3.86779e-066,16.55
Copy_register->shared,24000,   4, 100,4.87488e-066,19.69
Copy_register->shared,32000,   4, 100,5.88674e-066,21.74
Copy_register->shared,40000,   4, 100,7.2862e-066,21.96
Copy_register->shared,48000,   4, 100,7.95018e-066,24.15
Copy_register->shared,1000,   5, 100,2.5803e-066,1.938
Copy_register->shared,8000,   5, 100,2.72589e-066,14.67
Copy_register->shared,16000,   5, 100,3.41137e-066,23.45
Copy_register->shared,24000,   5, 100,4.30799e-066,27.86
Copy_register->shared,32000,   5, 100,5.07281e-066,31.54
Copy_register->shared,40000,   5, 100,5.87786e-066,34.03
Copy_register->shared,48000,   5, 100,6.71447e-066,35.74
Copy_register->shared,1000,  10, 100,2.88061e-066,3.471
Copy_register->shared,8000,  10, 100,2.79539e-066,28.62
Copy_register->shared,16000,  10, 100,2.97598e-066,53.76
Copy_register->shared,24000,  10, 100,3.01309e-066,79.65
Copy_register->shared,32000,  10, 100,3.42667e-066,93.39
Copy_register->shared,40000,  10, 100,3.85252e-066,103.8
Copy_register->shared,48000,  10, 100,4.24826e-066, 113
Copy_register->shared,1000,  20, 100,2.72627e-066,7.336
Copy_register->shared,8000,  20, 100,2.7778e-066,57.6
Copy_register->shared,16000,  20, 100,2.61452e-066,122.4
Copy_register->shared,24000,  20, 100,2.89795e-066,165.6
Copy_register->shared,32000,  20, 100,2.75488e-066,232.3
Copy_register->shared,40000,  20, 100,2.82465e-066,283.2
Copy_register->shared,48000,  20, 100,3.03274e-066,316.5
Copy_register->shared,1000,  30, 100,2.75877e-066,10.87
Copy_register->shared,8000,  30, 100,2.61719e-066,91.7
Copy_register->shared,16000,  30, 100,2.59526e-066, 185
Copy_register->shared,24000,  30, 100,2.85924e-066,251.8
Copy_register->shared,32000,  30, 100,2.78815e-066,344.3
Copy_register->shared,40000,  30, 100,3.08924e-066,388.4
Copy_register->shared,48000,  30, 100,3.50694e-066,410.6
Copy_register->shared,1000,  40, 100,2.82424e-066,14.16
Copy_register->shared,8000,  40, 100,2.72983e-066,117.2
Copy_register->shared,16000,  40, 100,2.68132e-066,238.7
Copy_register->shared,24000,  40, 100,2.73077e-066,351.5
Copy_register->shared,32000,  40, 100,2.88195e-066,444.1
Copy_register->shared,40000,  40, 100,2.93129e-066,545.8
Copy_register->shared,48000,  40, 100,3.13939e-066,611.6
Copy_register->shared,1000,  50, 100,2.736e-066,18.27
Copy_register->shared,8000,  50, 100,2.5717e-066,155.5
Copy_register->shared,16000,  50, 100,2.67364e-066,299.2
Copy_register->shared,24000,  50, 100,2.80606e-066,427.6
Copy_register->shared,32000,  50, 100,2.95263e-066,541.9
Copy_register->shared,40000,  50, 100,2.79727e-066, 715
Copy_register->shared,48000,  50, 100,2.9421e-066,815.7
Copy_register->shared,1000,  60, 100,2.81629e-066,21.3
Copy_register->shared,8000,  60, 100,2.80941e-066,170.9
Copy_register->shared,16000,  60, 100,2.77044e-066,346.5
Copy_register->shared,24000,  60, 100,2.65716e-066,541.9
Copy_register->shared,32000,  60, 100,2.84268e-066,675.4
Copy_register->shared,40000,  60, 100,2.82176e-066,850.5
Copy_register->shared,48000,  60, 100,3.10821e-066,926.6
Copy_register->shared,1000,   1, 200,2.77814e-066,0.36
Copy_register->shared,8000,   1, 200,3.89997e-066,2.051
Copy_register->shared,16000,   1, 200,5.95247e-066,2.688
Copy_register->shared,24000,   1, 200,8.00852e-066,2.997
Copy_register->shared,32000,   1, 200,1.01092e-056,3.165
Copy_register->shared,40000,   1, 200,1.21265e-056,3.299
Copy_register->shared,48000,   1, 200,1.42621e-056,3.366
Copy_register->shared,1000,   2, 200,2.72927e-066,0.7328
Copy_register->shared,8000,   2, 200,2.81052e-066,5.693
Copy_register->shared,16000,   2, 200,3.8729e-066,8.263
Copy_register->shared,24000,   2, 200,4.89626e-066,9.803
Copy_register->shared,32000,   2, 200,5.96573e-066,10.73
Copy_register->shared,40000,   2, 200,6.99106e-066,11.44
Copy_register->shared,48000,   2, 200,8.05047e-066,11.92
Copy_register->shared,1000,   3, 200,2.73395e-066,1.097
Copy_register->shared,8000,   3, 200,2.65299e-066,9.046
Copy_register->shared,16000,   3, 200,3.28354e-066,14.62
Copy_register->shared,24000,   3, 200,3.88396e-066,18.54
Copy_register->shared,32000,   3, 200,4.70851e-066,20.39
Copy_register->shared,40000,   3, 200,5.32451e-066,22.54
Copy_register->shared,48000,   3, 200,5.96103e-066,24.16
Copy_register->shared,1000,   4, 200,2.90441e-066,1.377
Copy_register->shared,8000,   4, 200,2.70006e-066,11.85
Copy_register->shared,16000,   4, 200,2.80902e-066,22.78
Copy_register->shared,24000,   4, 200,3.44995e-066,27.83
Copy_register->shared,32000,   4, 200,3.88185e-066,32.97
Copy_register->shared,40000,   4, 200,4.51588e-066,35.43
Copy_register->shared,48000,   4, 200,4.9431e-066,38.84
Copy_register->shared,1000,   5, 200,2.79085e-066,1.792
Copy_register->shared,8000,   5, 200,2.80898e-066,14.24
Copy_register->shared,16000,   5, 200,2.79118e-066,28.66
Copy_register->shared,24000,   5, 200,3.05582e-066,39.27
Copy_register->shared,32000,   5, 200,3.47182e-066,46.09
Copy_register->shared,40000,   5, 200,3.87712e-066,51.58
Copy_register->shared,48000,   5, 200,4.30468e-066,55.75
Copy_register->shared,1000,  10, 200,2.73025e-066,3.663
Copy_register->shared,8000,  10, 200,2.68673e-066,29.78
Copy_register->shared,16000,  10, 200,2.69631e-066,59.34
Copy_register->shared,24000,  10, 200,2.73865e-066,87.63
Copy_register->shared,32000,  10, 200,2.74725e-066,116.5
Copy_register->shared,40000,  10, 200,3.91967e-066, 102
Copy_register->shared,48000,  10, 200,3.06553e-066,156.6
Copy_register->shared,1000,  20, 200,2.74466e-066,7.287
Copy_register->shared,8000,  20, 200,2.7753e-066,57.65
Copy_register->shared,16000,  20, 200,2.7968e-066,114.4
Copy_register->shared,24000,  20, 200,2.74159e-066,175.1
Copy_register->shared,32000,  20, 200,2.68418e-066,238.4
Copy_register->shared,40000,  20, 200,2.85588e-066,280.1
Copy_register->shared,48000,  20, 200,2.72909e-066,351.8
Copy_register->shared,1000,  30, 200,2.73404e-066,10.97
Copy_register->shared,8000,  30, 200,2.93196e-066,81.86
Copy_register->shared,16000,  30, 200,2.55835e-066,187.6
Copy_register->shared,24000,  30, 200,2.76037e-066,260.8
Copy_register->shared,32000,  30, 200,2.61189e-066,367.5
Copy_register->shared,40000,  30, 200,2.74691e-066,436.9
Copy_register->shared,48000,  30, 200,2.74225e-066,525.1
Copy_register->shared,1000,  40, 200,2.6806e-066,14.92
Copy_register->shared,8000,  40, 200,2.86439e-066,111.7
Copy_register->shared,16000,  40, 200,2.68524e-066,238.3
Copy_register->shared,24000,  40, 200,2.70111e-066,355.4
Copy_register->shared,32000,  40, 200,2.85934e-066,447.7
Copy_register->shared,40000,  40, 200,2.80437e-066,570.5
Copy_register->shared,48000,  40, 200,2.77691e-066,691.4
Copy_register->shared,1000,  50, 200,2.97135e-066,16.83
Copy_register->shared,8000,  50, 200,2.81482e-066,142.1
Copy_register->shared,16000,  50, 200,2.83934e-066,281.8
Copy_register->shared,24000,  50, 200,2.73371e-066, 439
Copy_register->shared,32000,  50, 200,2.75491e-066,580.8
Copy_register->shared,40000,  50, 200,2.71324e-066,737.1
Copy_register->shared,48000,  50, 200,2.72835e-066,879.7
Copy_register->shared,1000,  60, 200,2.66298e-066,22.53
Copy_register->shared,8000,  60, 200,2.77116e-066,173.2
Copy_register->shared,16000,  60, 200,2.74692e-066,349.5
Copy_register->shared,24000,  60, 200,2.59381e-066,555.2
Copy_register->shared,32000,  60, 200,2.86759e-066,669.6
Copy_register->shared,40000,  60, 200,2.75662e-066,870.6
Copy_register->shared,48000,  60, 200,2.7618e-066,1043
Copy_register->shared,1000,   1, 500,2.65937e-066,0.376
Copy_register->shared,8000,   1, 500,2.83471e-066,2.822
Copy_register->shared,16000,   1, 500,3.54364e-066,4.515
Copy_register->shared,24000,   1, 500,4.34969e-066,5.518
Copy_register->shared,32000,   1, 500,5.22074e-066,6.129
Copy_register->shared,40000,   1, 500,6.01571e-066,6.649
Copy_register->shared,48000,   1, 500,6.89808e-066,6.958
Copy_register->shared,1000,   2, 500,2.757e-066,0.7254
Copy_register->shared,8000,   2, 500,2.76521e-066,5.786
Copy_register->shared,16000,   2, 500,2.7882e-066,11.48
Copy_register->shared,24000,   2, 500,3.14135e-066,15.28
Copy_register->shared,32000,   2, 500,3.8868e-066,16.47
Copy_register->shared,40000,   2, 500,3.95976e-066,20.2
Copy_register->shared,48000,   2, 500,4.3459e-066,22.09
Copy_register->shared,1000,   3, 500,2.88099e-066,1.041
Copy_register->shared,8000,   3, 500,2.761e-066,8.692
Copy_register->shared,16000,   3, 500,2.72276e-066,17.63
Copy_register->shared,24000,   3, 500,2.71227e-066,26.55
Copy_register->shared,32000,   3, 500,3.14062e-066,30.57
Copy_register->shared,40000,   3, 500,3.32701e-066,36.07
Copy_register->shared,48000,   3, 500,3.52905e-066,40.8
Copy_register->shared,1000,   4, 500,2.74574e-066,1.457
Copy_register->shared,8000,   4, 500,2.79281e-066,11.46
Copy_register->shared,16000,   4, 500,2.86952e-066,22.3
Copy_register->shared,24000,   4, 500,2.77292e-066,34.62
Copy_register->shared,32000,   4, 500,2.73887e-066,46.73
Copy_register->shared,40000,   4, 500,2.91931e-066,54.81
Copy_register->shared,48000,   4, 500,3.13391e-066,61.27
Copy_register->shared,1000,   5, 500,2.8758e-066,1.739
Copy_register->shared,8000,   5, 500,2.73721e-066,14.61
Copy_register->shared,16000,   5, 500,2.80165e-066,28.55
Copy_register->shared,24000,   5, 500,2.70896e-066,44.3
Copy_register->shared,32000,   5, 500,2.74102e-066,58.37
Copy_register->shared,40000,   5, 500,2.7402e-066,72.99
Copy_register->shared,48000,   5, 500,2.9437e-066,81.53
Copy_register->shared,1000,  10, 500,2.82629e-066,3.538
Copy_register->shared,8000,  10, 500,2.6352e-066,30.36
Copy_register->shared,16000,  10, 500,2.806e-066,57.02
Copy_register->shared,24000,  10, 500,2.63397e-066,91.12
Copy_register->shared,32000,  10, 500,2.72845e-066,117.3
Copy_register->shared,40000,  10, 500,2.64383e-066,151.3
Copy_register->shared,48000,  10, 500,2.67474e-066,179.5
Copy_register->shared,1000,  20, 500,2.76276e-066,7.239
Copy_register->shared,8000,  20, 500,2.78067e-066,57.54
Copy_register->shared,16000,  20, 500,2.83462e-066,112.9
Copy_register->shared,24000,  20, 500,2.73346e-066,175.6
Copy_register->shared,32000,  20, 500,3.6611e-066,174.8
Copy_register->shared,40000,  20, 500,2.6776e-066,298.8
Copy_register->shared,48000,  20, 500,2.75417e-066,348.6
Copy_register->shared,1000,  30, 500,2.93812e-066,10.21
Copy_register->shared,8000,  30, 500,2.77304e-066,86.55
Copy_register->shared,16000,  30, 500,2.78583e-066,172.3
Copy_register->shared,24000,  30, 500,2.73406e-066,263.3
Copy_register->shared,32000,  30, 500,2.78037e-066,345.3
Copy_register->shared,40000,  30, 500,2.79789e-066,428.9
Copy_register->shared,48000,  30, 500,2.7432e-066,524.9
Copy_register->shared,1000,  40, 500,2.97183e-066,13.46
Copy_register->shared,8000,  40, 500,2.76101e-066,115.9
Copy_register->shared,16000,  40, 500,4.04926e-066,158.1
Copy_register->shared,24000,  40, 500,2.73706e-066,350.7
Copy_register->shared,32000,  40, 500,2.74365e-066,466.5
Copy_register->shared,40000,  40, 500,2.79054e-066,573.4
Copy_register->shared,48000,  40, 500,2.62055e-066,732.7
Copy_register->shared,1000,  50, 500,2.71326e-066,18.43
Copy_register->shared,8000,  50, 500,2.86894e-066,139.4
Copy_register->shared,16000,  50, 500,2.87496e-066,278.3
Copy_register->shared,24000,  50, 500,2.68399e-066,447.1
Copy_register->shared,32000,  50, 500,2.91083e-066,549.7
Copy_register->shared,40000,  50, 500,2.75657e-066,725.5
Copy_register->shared,48000,  50, 500,2.68736e-066,893.1
Copy_register->shared,1000,  60, 500,2.77493e-066,21.62
Copy_register->shared,8000,  60, 500,2.67556e-066,179.4
Copy_register->shared,16000,  60, 500,2.68733e-066,357.2
Copy_register->shared,24000,  60, 500,2.80608e-066,513.2
Copy_register->shared,32000,  60, 500,2.82815e-066,678.9
Copy_register->shared,40000,  60, 500,2.852e-066,841.5
Copy_register->shared,48000,  60, 500,2.78281e-066,1035
Copy_register->shared,1000,   1, 750,2.83159e-066,0.3532
Copy_register->shared,8000,   1, 750,2.78974e-066,2.868
Copy_register->shared,16000,   1, 750,3.13819e-066,5.098
Copy_register->shared,24000,   1, 750,3.52736e-066,6.804
Copy_register->shared,32000,   1, 750,4.17964e-066,7.656
Copy_register->shared,40000,   1, 750,4.81498e-066,8.307
Copy_register->shared,48000,   1, 750,5.24548e-066,9.151
Copy_register->shared,1000,   2, 750,2.86857e-066,0.6972
Copy_register->shared,8000,   2, 750,2.73252e-066,5.855
Copy_register->shared,16000,   2, 750,2.73362e-066,11.71
Copy_register->shared,24000,   2, 750,2.79097e-066,17.2
Copy_register->shared,32000,   2, 750,3.13389e-066,20.42
Copy_register->shared,40000,   2, 750,3.7537e-066,21.31
Copy_register->shared,48000,   2, 750,3.55349e-066,27.02
Copy_register->shared,1000,   3, 750,2.83778e-066,1.057
Copy_register->shared,8000,   3, 750,2.78879e-066,8.606
Copy_register->shared,16000,   3, 750,2.66571e-066,18.01
Copy_register->shared,24000,   3, 750,2.50336e-066,28.76
Copy_register->shared,32000,   3, 750,2.83895e-066,33.82
Copy_register->shared,40000,   3, 750,2.94226e-066,40.78
Copy_register->shared,48000,   3, 750,3.16817e-066,45.45
Copy_register->shared,1000,   4, 750,2.80748e-066,1.425
Copy_register->shared,8000,   4, 750,2.73895e-066,11.68
Copy_register->shared,16000,   4, 750,2.73037e-066,23.44
Copy_register->shared,24000,   4, 750,2.82632e-066,33.97
Copy_register->shared,32000,   4, 750,2.72204e-066,47.02
Copy_register->shared,40000,   4, 750,2.82161e-066,56.71
Copy_register->shared,48000,   4, 750,2.85901e-066,67.16
Copy_register->shared,1000,   5, 750,2.78861e-066,1.793
Copy_register->shared,8000,   5, 750,2.68235e-066,14.91
Copy_register->shared,16000,   5, 750,2.7919e-066,28.65
Copy_register->shared,24000,   5, 750,2.78348e-066,43.11
Copy_register->shared,32000,   5, 750,2.67649e-066,59.78
Copy_register->shared,40000,   5, 750,2.81701e-066,  71
Copy_register->shared,48000,   5, 750,2.88988e-066,83.05
Copy_register->shared,1000,  10, 750,2.81219e-066,3.556
Copy_register->shared,8000,  10, 750,4.26781e-066,18.74
Copy_register->shared,16000,  10, 750,2.79111e-066,57.32
Copy_register->shared,24000,  10, 750,2.72606e-066,88.04
Copy_register->shared,32000,  10, 750,2.81185e-066,113.8
Copy_register->shared,40000,  10, 750,2.65968e-066,150.4
Copy_register->shared,48000,  10, 750,2.8487e-066,168.5
Copy_register->shared,1000,  20, 750,2.84284e-066,7.035
Copy_register->shared,8000,  20, 750,2.86697e-066,55.81
Copy_register->shared,16000,  20, 750,2.82144e-066,113.4
Copy_register->shared,24000,  20, 750,2.82994e-066,169.6
Copy_register->shared,32000,  20, 750,2.82056e-066,226.9
Copy_register->shared,40000,  20, 750,2.80762e-066,284.9
Copy_register->shared,48000,  20, 750,2.70385e-066, 355
Copy_register->shared,1000,  30, 750,2.81979e-066,10.64
Copy_register->shared,8000,  30, 750,2.79393e-066,85.9
Copy_register->shared,16000,  30, 750,2.88309e-066,166.5
Copy_register->shared,24000,  30, 750,2.69101e-066,267.6
Copy_register->shared,32000,  30, 750,2.82497e-066,339.8
Copy_register->shared,40000,  30, 750,2.7313e-066,439.4
Copy_register->shared,48000,  30, 750,2.7723e-066,519.4
Copy_register->shared,1000,  40, 750,2.81054e-066,14.23
Copy_register->shared,8000,  40, 750,2.76309e-066,115.8
Copy_register->shared,16000,  40, 750,2.85029e-066,224.5
Copy_register->shared,24000,  40, 750,2.74084e-066,350.3
Copy_register->shared,32000,  40, 750,2.89171e-066,442.6
Copy_register->shared,40000,  40, 750,2.85443e-066,560.5
Copy_register->shared,48000,  40, 750,2.77802e-066,691.1
Copy_register->shared,1000,  50, 750,2.80582e-066,17.82
Copy_register->shared,8000,  50, 750,2.91247e-066,137.3
Copy_register->shared,16000,  50, 750,2.63397e-066,303.7
Copy_register->shared,24000,  50, 750,2.71034e-066,442.7
Copy_register->shared,32000,  50, 750,2.5836e-066,619.3
Copy_register->shared,40000,  50, 750,2.73606e-066, 731
Copy_register->shared,48000,  50, 750,2.73854e-066,876.4
Copy_register->shared,1000,  60, 750,2.75832e-066,21.75
Copy_register->shared,8000,  60, 750,2.75867e-066, 174
Copy_register->shared,16000,  60, 750,2.7844e-066,344.8
Copy_register->shared,24000,  60, 750,2.83835e-066,507.3
Copy_register->shared,32000,  60, 750,2.81256e-066,682.7
Copy_register->shared,40000,  60, 750,2.79784e-066,857.8
Copy_register->shared,48000,  60, 750,2.79301e-066,1031
