#type,size,gDim,bDim,stride,modulo,clock
Shared_memory_bank_conflict_test, 512,   1, 128,  18,32768, 229
Shared_memory_bank_conflict_test, 512,   1, 128,  19,32768, 522
Shared_memory_bank_conflict_test, 512,   1, 128,  20,32768, 259
Shared_memory_bank_conflict_test, 512,   1, 128,  21,32768, 552
Shared_memory_bank_conflict_test, 512,   1, 128,  22,32768, 260
Shared_memory_bank_conflict_test, 512,   1, 128,  23,32768, 612
Shared_memory_bank_conflict_test, 512,   1, 128,  24,32768, 290
Shared_memory_bank_conflict_test, 512,   1, 128,  25,32768, 641
Shared_memory_bank_conflict_test, 512,   1, 128,  26,32768, 285
Shared_memory_bank_conflict_test, 512,   1, 128,  27,32768, 701
Shared_memory_bank_conflict_test, 512,   1, 128,  28,32768, 315
Shared_memory_bank_conflict_test, 512,   1, 128,  29,32768, 732
Shared_memory_bank_conflict_test, 512,   1, 128,  30,32768, 316
Shared_memory_bank_conflict_test, 512,   1, 128,  31,32768, 792
Shared_memory_bank_conflict_test, 512,   1, 128,  32,32768, 350
Shared_memory_bank_conflict_test, 512,   1, 128,  33,32768, 876
Shared_memory_bank_conflict_test, 512,   1, 128,  34,32768, 349
Shared_memory_bank_conflict_test, 512,   1, 128,  35,32768, 881
Shared_memory_bank_conflict_test, 512,   1, 128,  36,32768, 379
Shared_memory_bank_conflict_test, 512,   1, 128,  37,32768, 967
Shared_memory_bank_conflict_test, 512,   1, 128,  38,32768, 380
Shared_memory_bank_conflict_test, 512,   1, 128,  39,32768, 972
Shared_memory_bank_conflict_test, 512,   1, 128,  40,32768, 410
Shared_memory_bank_conflict_test, 512,   1, 128,  41,32768,1056
Shared_memory_bank_conflict_test, 512,   1, 128,  42,32768, 405
Shared_memory_bank_conflict_test, 512,   1, 128,  43,32768,1063
Shared_memory_bank_conflict_test, 512,   1, 128,  44,32768, 435
Shared_memory_bank_conflict_test, 512,   1, 128,  45,32768,1147
Shared_memory_bank_conflict_test, 512,   1, 128,  46,32768, 440
Shared_memory_bank_conflict_test, 512,   1, 128,  47,32768,1152
Shared_memory_bank_conflict_test, 512,   1, 128,  48,32768, 470
Shared_memory_bank_conflict_test, 512,   1, 128,  49,32768,1236
Shared_memory_bank_conflict_test, 512,   1, 128,  50,32768, 469
Shared_memory_bank_conflict_test, 512,   1, 128,  51,32768,1241
Shared_memory_bank_conflict_test, 512,   1, 128,  52,32768, 499
Shared_memory_bank_conflict_test, 512,   1, 128,  53,32768,1327
Shared_memory_bank_conflict_test, 512,   1, 128,  54,32768, 500
Shared_memory_bank_conflict_test, 512,   1, 128,  55,32768,1332
Shared_memory_bank_conflict_test, 512,   1, 128,  56,32768, 526
Shared_memory_bank_conflict_test, 512,   1, 128,  57,32768,1416
Shared_memory_bank_conflict_test, 512,   1, 128,  58,32768, 529
Shared_memory_bank_conflict_test, 512,   1, 128,  59,32768,1421
Shared_memory_bank_conflict_test, 512,   1, 128,  60,32768, 559
Shared_memory_bank_conflict_test, 512,   1, 128,  61,32768,1507
Shared_memory_bank_conflict_test, 512,   1, 128,  62,32768, 560
Shared_memory_bank_conflict_test, 512,   1, 128,  63,32768,1512
Shared_memory_bank_conflict_test, 512,   1, 128,  64,32768, 586
