#type,size,gDim,bDim,time,bw in GB/s
Copy_shared->register,1000,   1,  30,2.67963e-066,0.3732
Copy_shared->register,8000,   1,  30,5.41398e-066,1.478
Copy_shared->register,16000,   1,  30,8.67848e-066,1.844
Copy_shared->register,24000,   1,  30,1.18134e-056,2.032
Copy_shared->register,32000,   1,  30,1.45989e-056,2.192
Copy_shared->register,40000,   1,  30,1.44909e-056,2.76
Copy_shared->register,48000,   1,  30,1.45667e-056,3.295
Copy_shared->register,1000,   2,  30,2.71574e-066,0.7364
Copy_shared->register,8000,   2,  30,3.81847e-066,4.19
Copy_shared->register,16000,   2,  30,5.38606e-066,5.941
Copy_shared->register,24000,   2,  30,6.98052e-066,6.876
Copy_shared->register,32000,   2,  30,8.63714e-066,7.41
Copy_shared->register,40000,   2,  30,1.02048e-056,7.839
Copy_shared->register,48000,   2,  30,1.1846e-056,8.104
Copy_shared->register,1000,   3,  30,2.63143e-066,1.14
Copy_shared->register,8000,   3,  30,3.30006e-066,7.273
Copy_shared->register,16000,   3,  30,4.27481e-066,11.23
Copy_shared->register,24000,   3,  30,5.41934e-066,13.29
Copy_shared->register,32000,   3,  30,6.41607e-066,14.96
Copy_shared->register,40000,   3,  30,7.94635e-066,15.1
Copy_shared->register,48000,   3,  30,8.65478e-066,16.64
Copy_shared->register,1000,   4,  30,2.58523e-066,1.547
Copy_shared->register,8000,   4,  30,2.99095e-066,10.7
Copy_shared->register,16000,   4,  30,3.7913e-066,16.88
Copy_shared->register,24000,   4,  30,4.53552e-066,21.17
Copy_shared->register,32000,   4,  30,5.35449e-066,23.91
Copy_shared->register,40000,   4,  30,6.19075e-066,25.85
Copy_shared->register,48000,   4,  30,6.969e-066,27.55
Copy_shared->register,1000,   5,  30,2.74338e-066,1.823
Copy_shared->register,8000,   5,  30,2.80237e-066,14.27
Copy_shared->register,16000,   5,  30,3.42717e-066,23.34
Copy_shared->register,24000,   5,  30,4.07878e-066,29.42
Copy_shared->register,32000,   5,  30,4.76092e-066,33.61
Copy_shared->register,40000,   5,  30,5.40575e-066,  37
Copy_shared->register,48000,   5,  30,6.02496e-066,39.83
Copy_shared->register,1000,  10,  30,2.64282e-066,3.784
Copy_shared->register,8000,  10,  30,2.63781e-066,30.33
Copy_shared->register,16000,  10,  30,2.81276e-066,56.88
Copy_shared->register,24000,  10,  30,3.14177e-066,76.39
Copy_shared->register,32000,  10,  30,3.45894e-066,92.51
Copy_shared->register,40000,  10,  30,3.76686e-066,106.2
Copy_shared->register,48000,  10,  30,4.07976e-066,117.7
Copy_shared->register,1000,  20,  30,2.70295e-066,7.399
Copy_shared->register,8000,  20,  30,2.83132e-066,56.51
Copy_shared->register,16000,  20,  30,2.71618e-066,117.8
Copy_shared->register,24000,  20,  30,2.70706e-066,177.3
Copy_shared->register,32000,  20,  30,2.80211e-066,228.4
Copy_shared->register,40000,  20,  30,2.98459e-066, 268
Copy_shared->register,48000,  20,  30,3.14347e-066,305.4
Copy_shared->register,1000,  30,  30,2.81393e-066,10.66
Copy_shared->register,8000,  30,  30,2.68229e-066,89.48
Copy_shared->register,16000,  30,  30,2.77632e-066,172.9
Copy_shared->register,24000,  30,  30,2.72082e-066,264.6
Copy_shared->register,32000,  30,  30,2.66082e-066,360.8
Copy_shared->register,40000,  30,  30,3.31404e-066,362.1
Copy_shared->register,48000,  30,  30,3.51393e-066,409.8
Copy_shared->register,1000,  40,  30,2.86422e-066,13.97
Copy_shared->register,8000,  40,  30,2.80909e-066,113.9
Copy_shared->register,16000,  40,  30,2.77901e-066,230.3
Copy_shared->register,24000,  40,  30,2.70236e-066,355.2
Copy_shared->register,32000,  40,  30,2.78841e-066, 459
Copy_shared->register,40000,  40,  30,3.05106e-066,524.4
Copy_shared->register,48000,  40,  30,3.24892e-066, 591
Copy_shared->register,1000,  50,  30,2.77845e-066,  18
Copy_shared->register,8000,  50,  30,2.76716e-066,144.6
Copy_shared->register,16000,  50,  30,2.71805e-066,294.3
Copy_shared->register,24000,  50,  30,2.73559e-066,438.7
Copy_shared->register,32000,  50,  30,2.74517e-066,582.8
Copy_shared->register,40000,  50,  30,2.96896e-066,673.6
Copy_shared->register,48000,  50,  30,3.07867e-066,779.6
Copy_shared->register,1000,  60,  30,2.71043e-066,22.14
Copy_shared->register,8000,  60,  30,2.68649e-066,178.7
Copy_shared->register,16000,  60,  30,2.70499e-066,354.9
Copy_shared->register,24000,  60,  30,2.73106e-066,527.3
Copy_shared->register,32000,  60,  30,2.78885e-066,688.5
Copy_shared->register,40000,  60,  30,3.30589e-066, 726
Copy_shared->register,48000,  60,  30,3.48094e-066,827.4
Copy_shared->register,1000,   1,  50,2.71809e-066,0.3679
Copy_shared->register,8000,   1,  50,4.10478e-066,1.949
Copy_shared->register,16000,   1,  50,5.98325e-066,2.674
Copy_shared->register,24000,   1,  50,7.98952e-066,3.004
Copy_shared->register,32000,   1,  50,9.86616e-066,3.243
Copy_shared->register,40000,   1,  50,1.19346e-056,3.352
Copy_shared->register,48000,   1,  50,1.37509e-056,3.491
Copy_shared->register,1000,   2,  50,2.64223e-066,0.7569
Copy_shared->register,8000,   2,  50,3.45627e-066,4.629
Copy_shared->register,16000,   2,  50,4.07365e-066,7.855
Copy_shared->register,24000,   2,  50,5.05827e-066,9.489
Copy_shared->register,32000,   2,  50,6.03806e-066,10.6
Copy_shared->register,40000,   2,  50,6.94821e-066,11.51
Copy_shared->register,48000,   2,  50,7.9044e-066,12.15
Copy_shared->register,1000,   3,  50,2.67557e-066,1.121
Copy_shared->register,8000,   3,  50,2.83221e-066,8.474
Copy_shared->register,16000,   3,  50,3.44898e-066,13.92
Copy_shared->register,24000,   3,  50,4.08709e-066,17.62
Copy_shared->register,32000,   3,  50,4.70891e-066,20.39
Copy_shared->register,40000,   3,  50,5.39092e-066,22.26
Copy_shared->register,48000,   3,  50,5.97703e-066,24.09
Copy_shared->register,1000,   4,  50,2.90878e-066,1.375
Copy_shared->register,8000,   4,  50,2.92922e-066,10.92
Copy_shared->register,16000,   4,  50,3.13399e-066,20.42
Copy_shared->register,24000,   4,  50,3.58101e-066,26.81
Copy_shared->register,32000,   4,  50,4.08108e-066,31.36
Copy_shared->register,40000,   4,  50,4.54018e-066,35.24
Copy_shared->register,48000,   4,  50,5.04719e-066,38.04
Copy_shared->register,1000,   5,  50,2.88924e-066,1.731
Copy_shared->register,8000,   5,  50,2.64413e-066,15.13
Copy_shared->register,16000,   5,  50,2.92257e-066,27.37
Copy_shared->register,24000,   5,  50,3.29827e-066,36.38
Copy_shared->register,32000,   5,  50,3.71531e-066,43.07
Copy_shared->register,40000,   5,  50,4.0644e-066,49.21
Copy_shared->register,48000,   5,  50,4.45219e-066,53.91
Copy_shared->register,1000,  10,  50,2.70272e-066, 3.7
Copy_shared->register,8000,  10,  50,2.6737e-066,29.92
Copy_shared->register,16000,  10,  50,2.70032e-066,59.25
Copy_shared->register,24000,  10,  50,2.73071e-066,87.89
Copy_shared->register,32000,  10,  50,2.93266e-066,109.1
Copy_shared->register,40000,  10,  50,3.1052e-066,128.8
Copy_shared->register,48000,  10,  50,3.34254e-066,143.6
Copy_shared->register,1000,  20,  50,2.76243e-066,7.24
Copy_shared->register,8000,  20,  50,2.78612e-066,57.43
Copy_shared->register,16000,  20,  50,2.87151e-066,111.4
Copy_shared->register,24000,  20,  50,2.62053e-066,183.2
Copy_shared->register,32000,  20,  50,2.73922e-066,233.6
Copy_shared->register,40000,  20,  50,2.61789e-066,305.6
Copy_shared->register,48000,  20,  50,2.71231e-066,353.9
Copy_shared->register,1000,  30,  50,2.7506e-066,10.91
Copy_shared->register,8000,  30,  50,2.66198e-066,90.16
Copy_shared->register,16000,  30,  50,2.71668e-066,176.7
Copy_shared->register,24000,  30,  50,2.7895e-066,258.1
Copy_shared->register,32000,  30,  50,2.70199e-066,355.3
Copy_shared->register,40000,  30,  50,2.77921e-066,431.8
Copy_shared->register,48000,  30,  50,2.95386e-066,487.5
Copy_shared->register,1000,  40,  50,2.75602e-066,14.51
Copy_shared->register,8000,  40,  50,2.74086e-066,116.8
Copy_shared->register,16000,  40,  50,2.68311e-066,238.5
Copy_shared->register,24000,  40,  50,2.7438e-066,349.9
Copy_shared->register,32000,  40,  50,2.61255e-066,489.9
Copy_shared->register,40000,  40,  50,2.80658e-066,570.1
Copy_shared->register,48000,  40,  50,2.77708e-066,691.4
Copy_shared->register,1000,  50,  50,2.63837e-066,18.95
Copy_shared->register,8000,  50,  50,2.83204e-066,141.2
Copy_shared->register,16000,  50,  50,2.70931e-066,295.3
Copy_shared->register,24000,  50,  50,2.75599e-066,435.4
Copy_shared->register,32000,  50,  50,2.74486e-066,582.9
Copy_shared->register,40000,  50,  50,2.73341e-066,731.7
Copy_shared->register,48000,  50,  50,2.72493e-066,880.8
Copy_shared->register,1000,  60,  50,2.70612e-066,22.17
Copy_shared->register,8000,  60,  50,2.73378e-066,175.6
Copy_shared->register,16000,  60,  50,2.713e-066,353.9
Copy_shared->register,24000,  60,  50,3.01036e-066,478.3
Copy_shared->register,32000,  60,  50,2.7282e-066,703.8
Copy_shared->register,40000,  60,  50,2.87953e-066,833.5
Copy_shared->register,48000,  60,  50,3.01734e-066,954.5
Copy_shared->register,1000,   1, 100,2.88196e-066,0.347
Copy_shared->register,8000,   1, 100,3.10794e-066,2.574
Copy_shared->register,16000,   1, 100,4.0935e-066,3.909
Copy_shared->register,24000,   1, 100,5.00123e-066,4.799
Copy_shared->register,32000,   1, 100,6.01627e-066,5.319
Copy_shared->register,40000,   1, 100,6.94037e-066,5.763
Copy_shared->register,48000,   1, 100,7.92209e-066,6.059
Copy_shared->register,1000,   2, 100,2.56364e-066,0.7801
Copy_shared->register,8000,   2, 100,2.78599e-066,5.743
Copy_shared->register,16000,   2, 100,3.15612e-066,10.14
Copy_shared->register,24000,   2, 100,3.61418e-066,13.28
Copy_shared->register,32000,   2, 100,4.08534e-066,15.67
Copy_shared->register,40000,   2, 100,4.5698e-066,17.51
Copy_shared->register,48000,   2, 100,5.03147e-066,19.08
Copy_shared->register,1000,   3, 100,2.7289e-066,1.099
Copy_shared->register,8000,   3, 100,2.68023e-066,8.954
Copy_shared->register,16000,   3, 100,2.78273e-066,17.25
Copy_shared->register,24000,   3, 100,3.13243e-066,22.99
Copy_shared->register,32000,   3, 100,3.41573e-066,28.11
Copy_shared->register,40000,   3, 100,3.79843e-066,31.59
Copy_shared->register,48000,   3, 100,4.06009e-066,35.47
Copy_shared->register,1000,   4, 100,2.72549e-066,1.468
Copy_shared->register,8000,   4, 100,2.68653e-066,11.91
Copy_shared->register,16000,   4, 100,2.75411e-066,23.24
Copy_shared->register,24000,   4, 100,2.8779e-066,33.36
Copy_shared->register,32000,   4, 100,3.1486e-066,40.65
Copy_shared->register,40000,   4, 100,3.36144e-066,47.6
Copy_shared->register,48000,   4, 100,3.60132e-066,53.31
Copy_shared->register,1000,   5, 100,2.76422e-066,1.809
Copy_shared->register,8000,   5, 100,2.71118e-066,14.75
Copy_shared->register,16000,   5, 100,2.67008e-066,29.96
Copy_shared->register,24000,   5, 100,2.74563e-066,43.71
Copy_shared->register,32000,   5, 100,2.96135e-066,54.03
Copy_shared->register,40000,   5, 100,3.13849e-066,63.72
Copy_shared->register,48000,   5, 100,3.30902e-066,72.53
Copy_shared->register,1000,  10, 100,2.65965e-066,3.76
Copy_shared->register,8000,  10, 100,2.71656e-066,29.45
Copy_shared->register,16000,  10, 100,2.73538e-066,58.49
Copy_shared->register,24000,  10, 100,2.73545e-066,87.74
Copy_shared->register,32000,  10, 100,2.79914e-066,114.3
Copy_shared->register,40000,  10, 100,2.70844e-066,147.7
Copy_shared->register,48000,  10, 100,2.81797e-066,170.3
Copy_shared->register,1000,  20, 100,2.77794e-066, 7.2
Copy_shared->register,8000,  20, 100,2.6329e-066,60.77
Copy_shared->register,16000,  20, 100,2.69402e-066,118.8
Copy_shared->register,24000,  20, 100,2.66402e-066,180.2
Copy_shared->register,32000,  20, 100,2.77681e-066,230.5
Copy_shared->register,40000,  20, 100,2.76615e-066,289.2
Copy_shared->register,48000,  20, 100,2.63445e-066,364.4
Copy_shared->register,1000,  30, 100,2.83845e-066,10.57
Copy_shared->register,8000,  30, 100,2.60089e-066,92.28
Copy_shared->register,16000,  30, 100,2.75718e-066,174.1
Copy_shared->register,24000,  30, 100,2.76125e-066,260.8
Copy_shared->register,32000,  30, 100,2.70907e-066,354.4
Copy_shared->register,40000,  30, 100,2.63061e-066,456.2
Copy_shared->register,48000,  30, 100,4.92767e-066,292.2
Copy_shared->register,1000,  40, 100,2.7968e-066,14.3
Copy_shared->register,8000,  40, 100,2.69697e-066,118.7
Copy_shared->register,16000,  40, 100,2.77501e-066,230.6
Copy_shared->register,24000,  40, 100,2.86448e-066,335.1
Copy_shared->register,32000,  40, 100,2.76702e-066,462.6
Copy_shared->register,40000,  40, 100,2.74907e-066, 582
Copy_shared->register,48000,  40, 100,2.64257e-066,726.6
Copy_shared->register,1000,  50, 100,2.74346e-066,18.23
Copy_shared->register,8000,  50, 100,2.73108e-066,146.5
Copy_shared->register,16000,  50, 100,2.9106e-066,274.9
Copy_shared->register,24000,  50, 100,2.66e-066,451.1
Copy_shared->register,32000,  50, 100,2.69109e-066,594.6
Copy_shared->register,40000,  50, 100,2.65772e-066,752.5
Copy_shared->register,48000,  50, 100,2.67086e-066,898.6
Copy_shared->register,1000,  60, 100,2.69583e-066,22.26
Copy_shared->register,8000,  60, 100,4.16255e-066,115.3
Copy_shared->register,16000,  60, 100,2.79435e-066,343.6
Copy_shared->register,24000,  60, 100,2.86058e-066,503.4
Copy_shared->register,32000,  60, 100,2.71128e-066,708.2
Copy_shared->register,40000,  60, 100,4.10667e-066,584.4
Copy_shared->register,48000,  60, 100,2.76725e-066,1041
Copy_shared->register,1000,   1, 200,2.73671e-066,0.3654
Copy_shared->register,8000,   1, 200,2.74262e-066,2.917
Copy_shared->register,16000,   1, 200,3.15033e-066,5.079
Copy_shared->register,24000,   1, 200,3.59731e-066,6.672
Copy_shared->register,32000,   1, 200,4.0974e-066,7.81
Copy_shared->register,40000,   1, 200,4.55686e-066,8.778
Copy_shared->register,48000,   1, 200,5.03843e-066,9.527
Copy_shared->register,1000,   2, 200,2.81865e-066,0.7096
Copy_shared->register,8000,   2, 200,2.92044e-066,5.479
Copy_shared->register,16000,   2, 200,2.71843e-066,11.77
Copy_shared->register,24000,   2, 200,2.8419e-066,16.89
Copy_shared->register,32000,   2, 200,3.13075e-066,20.44
Copy_shared->register,40000,   2, 200,3.37652e-066,23.69
Copy_shared->register,48000,   2, 200,3.56918e-066,26.9
Copy_shared->register,1000,   3, 200,2.66799e-066,1.124
Copy_shared->register,8000,   3, 200,2.87901e-066,8.336
Copy_shared->register,16000,   3, 200,2.67388e-066,17.95
Copy_shared->register,24000,   3, 200,2.74596e-066,26.22
Copy_shared->register,32000,   3, 200,2.81662e-066,34.08
Copy_shared->register,40000,   3, 200,2.97059e-066,40.4
Copy_shared->register,48000,   3, 200,4.96845e-066,28.98
Copy_shared->register,1000,   4, 200,2.91515e-066,1.372
Copy_shared->register,8000,   4, 200,3.25189e-066,9.84
Copy_shared->register,16000,   4, 200,2.71186e-066,23.6
Copy_shared->register,24000,   4, 200,2.74849e-066,34.93
Copy_shared->register,32000,   4, 200,2.79053e-066,45.87
Copy_shared->register,40000,   4, 200,2.79997e-066,57.14
Copy_shared->register,48000,   4, 200,2.87092e-066,66.88
Copy_shared->register,1000,   5, 200,2.60334e-066,1.921
Copy_shared->register,8000,   5, 200,2.83714e-066,14.1
Copy_shared->register,16000,   5, 200,2.63232e-066,30.39
Copy_shared->register,24000,   5, 200,2.81671e-066,42.6
Copy_shared->register,32000,   5, 200,2.7798e-066,57.56
Copy_shared->register,40000,   5, 200,2.67662e-066,74.72
Copy_shared->register,48000,   5, 200,2.75152e-066,87.22
Copy_shared->register,1000,  10, 200,2.84974e-066,3.509
Copy_shared->register,8000,  10, 200,2.63564e-066,30.35
Copy_shared->register,16000,  10, 200,2.78396e-066,57.47
Copy_shared->register,24000,  10, 200,2.88114e-066,83.3
Copy_shared->register,32000,  10, 200,2.65377e-066,120.6
Copy_shared->register,40000,  10, 200,2.67223e-066,149.7
Copy_shared->register,48000,  10, 200,2.83253e-066,169.5
Copy_shared->register,1000,  20, 200,2.66119e-066,7.515
Copy_shared->register,8000,  20, 200,2.66152e-066,60.12
Copy_shared->register,16000,  20, 200,2.63542e-066,121.4
Copy_shared->register,24000,  20, 200,2.67486e-066,179.4
Copy_shared->register,32000,  20, 200,2.69276e-066,237.7
Copy_shared->register,40000,  20, 200,2.77522e-066,288.3
Copy_shared->register,48000,  20, 200,2.70654e-066,354.7
Copy_shared->register,1000,  30, 200,2.65789e-066,11.29
Copy_shared->register,8000,  30, 200,2.93972e-066,81.64
Copy_shared->register,16000,  30, 200,2.81859e-066,170.3
Copy_shared->register,24000,  30, 200,2.68854e-066,267.8
Copy_shared->register,32000,  30, 200,2.6792e-066,358.3
Copy_shared->register,40000,  30, 200,2.65261e-066,452.4
Copy_shared->register,48000,  30, 200,2.70324e-066,532.7
Copy_shared->register,1000,  40, 200,2.72845e-066,14.66
Copy_shared->register,8000,  40, 200,2.64894e-066,120.8
Copy_shared->register,16000,  40, 200,2.83758e-066,225.5
Copy_shared->register,24000,  40, 200,2.74429e-066,349.8
Copy_shared->register,32000,  40, 200,2.68338e-066, 477
Copy_shared->register,40000,  40, 200,2.78926e-066,573.6
Copy_shared->register,48000,  40, 200,2.67139e-066,718.7
Copy_shared->register,1000,  50, 200,2.66898e-066,18.73
Copy_shared->register,8000,  50, 200,2.68424e-066, 149
Copy_shared->register,16000,  50, 200,2.80585e-066,285.1
Copy_shared->register,24000,  50, 200,2.72412e-066,440.5
Copy_shared->register,32000,  50, 200,2.79545e-066,572.4
Copy_shared->register,40000,  50, 200,2.75944e-066,724.8
Copy_shared->register,48000,  50, 200,2.69536e-066,890.4
Copy_shared->register,1000,  60, 200,2.65203e-066,22.62
Copy_shared->register,8000,  60, 200,2.88488e-066,166.4
Copy_shared->register,16000,  60, 200,2.68734e-066,357.2
Copy_shared->register,24000,  60, 200,2.785e-066,517.1
Copy_shared->register,32000,  60, 200,2.66337e-066,720.9
Copy_shared->register,40000,  60, 200,2.73546e-066,877.4
Copy_shared->register,48000,  60, 200,2.68266e-066,1074
Copy_shared->register,1000,   1, 500,2.78319e-066,0.3593
Copy_shared->register,8000,   1, 500,2.59784e-066,3.079
Copy_shared->register,16000,   1, 500,2.81745e-066,5.679
Copy_shared->register,24000,   1, 500,2.83296e-066,8.472
Copy_shared->register,32000,   1, 500,3.03431e-066,10.55
Copy_shared->register,40000,   1, 500,3.28835e-066,12.16
Copy_shared->register,48000,   1, 500,3.50754e-066,13.68
Copy_shared->register,1000,   2, 500,2.70762e-066,0.7387
Copy_shared->register,8000,   2, 500,2.67591e-066,5.979
Copy_shared->register,16000,   2, 500,2.60758e-066,12.27
Copy_shared->register,24000,   2, 500,2.6918e-066,17.83
Copy_shared->register,32000,   2, 500,2.6596e-066,24.06
Copy_shared->register,40000,   2, 500,2.78673e-066,28.71
Copy_shared->register,48000,   2, 500,2.77186e-066,34.63
Copy_shared->register,1000,   3, 500,2.65097e-066,1.132
Copy_shared->register,8000,   3, 500,2.65787e-066,9.03
Copy_shared->register,16000,   3, 500,2.68423e-066,17.88
Copy_shared->register,24000,   3, 500,2.64581e-066,27.21
Copy_shared->register,32000,   3, 500,2.7304e-066,35.16
Copy_shared->register,40000,   3, 500,2.76056e-066,43.47
Copy_shared->register,48000,   3, 500,2.81383e-066,51.18
Copy_shared->register,1000,   4, 500,2.66082e-066,1.503
Copy_shared->register,8000,   4, 500,2.67286e-066,11.97
Copy_shared->register,16000,   4, 500,2.69196e-066,23.77
Copy_shared->register,24000,   4, 500,2.71053e-066,35.42
Copy_shared->register,32000,   4, 500,2.86985e-066,44.6
Copy_shared->register,40000,   4, 500,2.76559e-066,57.85
Copy_shared->register,48000,   4, 500,2.77638e-066,69.15
Copy_shared->register,1000,   5, 500,2.81377e-066,1.777
Copy_shared->register,8000,   5, 500,2.70374e-066,14.79
Copy_shared->register,16000,   5, 500,2.66439e-066,30.03
Copy_shared->register,24000,   5, 500,2.82133e-066,42.53
Copy_shared->register,32000,   5, 500,2.75114e-066,58.16
Copy_shared->register,40000,   5, 500,2.73748e-066,73.06
Copy_shared->register,48000,   5, 500,2.722e-066,88.17
Copy_shared->register,1000,  10, 500,2.79873e-066,3.573
Copy_shared->register,8000,  10, 500,2.82736e-066,28.29
Copy_shared->register,16000,  10, 500,2.765e-066,57.87
Copy_shared->register,24000,  10, 500,2.85521e-066,84.06
Copy_shared->register,32000,  10, 500,2.58083e-066, 124
Copy_shared->register,40000,  10, 500,2.70949e-066,147.6
Copy_shared->register,48000,  10, 500,2.90345e-066,165.3
Copy_shared->register,1000,  20, 500,2.69374e-066,7.425
Copy_shared->register,8000,  20, 500,2.88155e-066,55.53
Copy_shared->register,16000,  20, 500,2.66896e-066,119.9
Copy_shared->register,24000,  20, 500,2.68363e-066,178.9
Copy_shared->register,32000,  20, 500,2.62641e-066,243.7
Copy_shared->register,40000,  20, 500,2.63102e-066,304.1
Copy_shared->register,48000,  20, 500,2.66719e-066,359.9
Copy_shared->register,1000,  30, 500,2.78741e-066,10.76
Copy_shared->register,8000,  30, 500,2.65175e-066,90.51
Copy_shared->register,16000,  30, 500,2.61943e-066,183.2
Copy_shared->register,24000,  30, 500,2.67934e-066,268.7
Copy_shared->register,32000,  30, 500,2.70698e-066,354.6
Copy_shared->register,40000,  30, 500,2.69467e-066,445.3
Copy_shared->register,48000,  30, 500,2.72059e-066,529.3
Copy_shared->register,1000,  40, 500,2.8893e-066,13.84
Copy_shared->register,8000,  40, 500,2.6247e-066,121.9
Copy_shared->register,16000,  40, 500,2.83494e-066,225.8
Copy_shared->register,24000,  40, 500,2.70175e-066,355.3
Copy_shared->register,32000,  40, 500,2.70279e-066,473.6
Copy_shared->register,40000,  40, 500,2.72112e-066, 588
Copy_shared->register,48000,  40, 500,2.68428e-066,715.3
Copy_shared->register,1000,  50, 500,2.72139e-066,18.37
Copy_shared->register,8000,  50, 500,2.76825e-066,144.5
Copy_shared->register,16000,  50, 500,2.66238e-066,300.5
Copy_shared->register,24000,  50, 500,2.86197e-066,419.3
Copy_shared->register,32000,  50, 500,2.70944e-066,590.5
Copy_shared->register,40000,  50, 500,2.83156e-066,706.3
Copy_shared->register,48000,  50, 500,2.71325e-066,884.5
Copy_shared->register,1000,  60, 500,2.76556e-066,21.7
Copy_shared->register,8000,  60, 500,2.78971e-066,172.1
Copy_shared->register,16000,  60, 500,2.64996e-066,362.3
Copy_shared->register,24000,  60, 500,2.72108e-066,529.2
Copy_shared->register,32000,  60, 500,2.818e-066,681.3
Copy_shared->register,40000,  60, 500,2.69248e-066,891.4
Copy_shared->register,48000,  60, 500,4.60661e-066,625.2
Copy_shared->register,1000,   1, 750,2.73313e-066,0.3659
Copy_shared->register,8000,   1, 750,2.79443e-066,2.863
Copy_shared->register,16000,   1, 750,2.77189e-066,5.772
Copy_shared->register,24000,   1, 750,2.82619e-066,8.492
Copy_shared->register,32000,   1, 750,3.07276e-066,10.41
Copy_shared->register,40000,   1, 750,3.31624e-066,12.06
Copy_shared->register,48000,   1, 750,3.52076e-066,13.63
Copy_shared->register,1000,   2, 750,2.60931e-066,0.7665
Copy_shared->register,8000,   2, 750,2.69366e-066,5.94
Copy_shared->register,16000,   2, 750,2.76613e-066,11.57
Copy_shared->register,24000,   2, 750,2.73998e-066,17.52
Copy_shared->register,32000,   2, 750,2.68432e-066,23.84
Copy_shared->register,40000,   2, 750,2.79836e-066,28.59
Copy_shared->register,48000,   2, 750,2.82382e-066,  34
Copy_shared->register,1000,   3, 750,2.6386e-066,1.137
Copy_shared->register,8000,   3, 750,2.7564e-066,8.707
Copy_shared->register,16000,   3, 750,2.8411e-066,16.89
Copy_shared->register,24000,   3, 750,2.69767e-066,26.69
Copy_shared->register,32000,   3, 750,2.60193e-066,36.9
Copy_shared->register,40000,   3, 750,2.81403e-066,42.64
Copy_shared->register,48000,   3, 750,2.65175e-066,54.3
Copy_shared->register,1000,   4, 750,2.69946e-066,1.482
Copy_shared->register,8000,   4, 750,2.7594e-066,11.6
Copy_shared->register,16000,   4, 750,2.71788e-066,23.55
Copy_shared->register,24000,   4, 750,2.74249e-066,  35
Copy_shared->register,32000,   4, 750,2.68321e-066,47.7
Copy_shared->register,40000,   4, 750,2.90279e-066,55.12
Copy_shared->register,48000,   4, 750,2.74381e-066,69.98
Copy_shared->register,1000,   5, 750,2.9001e-066,1.724
Copy_shared->register,8000,   5, 750,2.71334e-066,14.74
Copy_shared->register,16000,   5, 750,2.98124e-066,26.83
Copy_shared->register,24000,   5, 750,2.59628e-066,46.22
Copy_shared->register,32000,   5, 750,2.81102e-066,56.92
Copy_shared->register,40000,   5, 750,2.74763e-066,72.79
Copy_shared->register,48000,   5, 750,2.76805e-066,86.7
Copy_shared->register,1000,  10, 750,2.88101e-066,3.471
Copy_shared->register,8000,  10, 750,2.68457e-066,29.8
Copy_shared->register,16000,  10, 750,2.71815e-066,58.86
Copy_shared->register,24000,  10, 750,2.70333e-066,88.78
Copy_shared->register,32000,  10, 750,2.78824e-066,114.8
Copy_shared->register,40000,  10, 750,2.73998e-066, 146
Copy_shared->register,48000,  10, 750,2.65837e-066,180.6
Copy_shared->register,1000,  20, 750,2.81427e-066,7.107
Copy_shared->register,8000,  20, 750,2.68394e-066,59.61
Copy_shared->register,16000,  20, 750,2.69722e-066,118.6
Copy_shared->register,24000,  20, 750,2.91584e-066,164.6
Copy_shared->register,32000,  20, 750,2.65527e-066, 241
Copy_shared->register,40000,  20, 750,2.66627e-066, 300
Copy_shared->register,48000,  20, 750,2.73803e-066,350.6
Copy_shared->register,1000,  30, 750,2.75851e-066,10.88
Copy_shared->register,8000,  30, 750,2.65818e-066,90.29
Copy_shared->register,16000,  30, 750,2.66452e-066,180.1
Copy_shared->register,24000,  30, 750,2.82906e-066,254.5
Copy_shared->register,32000,  30, 750,2.75771e-066,348.1
Copy_shared->register,40000,  30, 750,2.71046e-066,442.7
Copy_shared->register,48000,  30, 750,2.68038e-066,537.2
Copy_shared->register,1000,  40, 750,2.7139e-066,14.74
Copy_shared->register,8000,  40, 750,2.74795e-066,116.5
Copy_shared->register,16000,  40, 750,2.70428e-066,236.7
Copy_shared->register,24000,  40, 750,2.75605e-066,348.3
Copy_shared->register,32000,  40, 750,3.9697e-066,322.4
Copy_shared->register,40000,  40, 750,2.76702e-066,578.2
Copy_shared->register,48000,  40, 750,2.73366e-066,702.4
Copy_shared->register,1000,  50, 750,2.64203e-066,18.92
Copy_shared->register,8000,  50, 750,2.69258e-066,148.6
Copy_shared->register,16000,  50, 750,2.89474e-066,276.4
Copy_shared->register,24000,  50, 750,2.64612e-066,453.5
Copy_shared->register,32000,  50, 750,2.77923e-066,575.7
Copy_shared->register,40000,  50, 750,2.86015e-066,699.3
Copy_shared->register,48000,  50, 750,2.70047e-066,888.7
Copy_shared->register,1000,  60, 750,2.67951e-066,22.39
Copy_shared->register,8000,  60, 750,2.7293e-066,175.9
Copy_shared->register,16000,  60, 750,2.78362e-066,344.9
Copy_shared->register,24000,  60, 750,2.82739e-066,509.3
Copy_shared->register,32000,  60, 750,2.81861e-066,681.2
Copy_shared->register,40000,  60, 750,2.81304e-066,853.2
Copy_shared->register,48000,  60, 750,2.85526e-066,1009
