#N_elem,N_iter,N_block,dtype,method,t_tot,t_copy,t_exec,t_backcopy
524288,2000,1024,uint16_t,cuda_naive,126247567,332728,125890395,20953
524288,2000,1024,uint16_t,cuda_shared,86554923,235159,86297693,18648
524288,2000,1024,uint32_t,cuda_naive,132534575,676630,131834618,19765
524288,2000,1024,uint32_t,cuda_shared,92518462,489454,92005401,19766
524288,2000,1024,float,cuda_naive,132606722,683195,131899990,20115
524288,2000,1024,float,cuda_shared,92444080,499022,91921312,20393
524288,2000,1024,double,cuda_naive,174981055,1321622,173635617,20393
524288,2000,1024,double,cuda_shared,108929265,1019974,107885894,19905
524288,2000,1,float,thrust,16151410,836289,15310301,2026
524288,2000,1,float,std::accumulate,133439031,836289,15310301,2026
524288,2000,1,float,cpu,2009660207,836289,15310301,2026
524288,2000,1,float,cpu_seq,133450767,836289,15310301,2026
1048576,2000,1024,uint16_t,cuda_naive,262424719,1151836,261239498,24444
1048576,2000,1024,uint16_t,cuda_shared,166860582,503701,166334461,18927
1048576,2000,1024,uint32_t,cuda_naive,273464593,1983726,271455584,21651
1048576,2000,1024,uint32_t,cuda_shared,179669295,1064883,178582062,18648
1048576,2000,1024,float,cuda_naive,272698487,1720912,270952223,21861
1048576,2000,1024,float,cuda_shared,179580757,1054338,178502883,19974
1048576,2000,1024,double,cuda_naive,372690994,3130327,369535036,22140
1048576,2000,1024,double,cuda_shared,223601036,2674328,220900447,22000
1048576,2000,1,float,thrust,32403042,1782092,30616062,2026
1048576,2000,1,float,std::accumulate,270637803,1782092,30616062,2026
1048576,2000,1,float,cpu,4351506800,1782092,30616062,2026
1048576,2000,1,float,cpu_seq,270888606,1782092,30616062,2026
2097152,2000,1,float,thrust,65761456,4476531,61273262,2514
2097152,2000,1,float,std::accumulate,581432101,4476531,61273262,2514
2097152,2000,1,float,cpu,11431342688,4476531,61273262,2514
2097152,2000,1,float,cpu_seq,585938132,4476531,61273262,2514
