#N_elem,N_iter,N_block,dtype,method,t_tot,t_copy,t_exec,t_backcopy
4096,2000,32,float,cuda_naive,22881471,110420,22749820,17809
4096,2000,32,float,cuda_shared,19891705,112095,19758589,17669
4096,2000,32,float,cuda_optim,18578620,112374,18445502,17391
4096,2000,32,double,cuda_naive,23009490,106368,22882030,17740
4096,2000,32,double,cuda_shared,19976354,106299,19849032,17600
4096,2000,64,uint16_t,cuda_naive,21151503,109371,21018944,19765
4096,2000,64,uint16_t,cuda_shared,19965108,103645,19840512,17600
4096,2000,64,uint32_t,cuda_naive,21223300,104483,21095699,19695
4096,2000,64,uint32_t,cuda_shared,19980893,104553,19855248,17740
4096,2000,64,float,cuda_naive,21475986,104972,21349432,18159
4096,2000,64,float,cuda_shared,19972512,104273,19847426,17461
4096,2000,64,float,cuda_optim,19586429,144222,19418950,19206
4096,2000,64,double,cuda_naive,23227186,114400,23090855,18508
4096,2000,64,double,cuda_shared,19929070,109720,19797839,18089
4096,2000,128,uint16_t,cuda_naive,25899592,104902,25767313,18508
4096,2000,128,uint16_t,cuda_shared,20163807,104483,20038302,17600
4096,2000,128,uint32_t,cuda_naive,25876824,105461,25749643,18228
4096,2000,128,uint32_t,cuda_shared,20190207,105600,20063445,17739
4096,2000,128,float,cuda_naive,26052825,105391,25925503,18578
4096,2000,128,float,cuda_shared,20319065,120616,20177077,17809
4096,2000,128,float,cuda_optim,20149559,105460,20023007,17670
4096,2000,128,double,cuda_naive,25913910,107346,25784424,18718
4096,2000,128,double,cuda_shared,20933179,107137,20805020,17600
4096,2000,256,uint16_t,cuda_naive,28790183,103854,28664819,18089
4096,2000,256,uint16_t,cuda_shared,22981903,103994,22857166,17391
4096,2000,256,uint32_t,cuda_naive,28868546,110070,28737034,18089
4096,2000,256,uint32_t,cuda_shared,23088830,110629,22956969,17880
4096,2000,256,float,cuda_naive,28848431,104623,28720970,19416
4096,2000,256,float,cuda_shared,23095535,104971,22969681,17460
4096,2000,256,float,cuda_optim,22945096,104343,22820011,17391
4096,2000,256,double,cuda_naive,28922393,106857,28793675,18439
4096,2000,256,double,cuda_shared,23150780,107416,23022411,17600
4096,2000,512,uint16_t,cuda_naive,34652172,110070,34520660,18089
4096,2000,512,uint16_t,cuda_shared,25950577,103924,25825910,17320
4096,2000,512,uint32_t,cuda_naive,34274749,104762,34148407,18159
4096,2000,512,uint32_t,cuda_shared,26087605,104832,25962100,17391
4096,2000,512,float,cuda_naive,34371899,104692,34245556,18228
4096,2000,512,float,cuda_shared,26211015,104832,26085090,17670
4096,2000,512,float,cuda_optim,28922603,104622,28796469,18159
4096,2000,512,double,cuda_naive,34775651,106788,34647213,18228
4096,2000,512,double,cuda_shared,26477180,106299,26349789,17600
4096,2000,1024,uint16_t,cuda_naive,41382706,103715,41257132,18508
4096,2000,1024,uint16_t,cuda_shared,31908318,103365,31783860,17670
4096,2000,1024,uint32_t,cuda_naive,40659989,110559,40527709,18229
4096,2000,1024,uint32_t,cuda_shared,31851956,104832,31725962,17809
4096,2000,1024,float,cuda_naive,40407723,104483,40281728,18089
4096,2000,1024,float,cuda_shared,31953155,104064,31827581,18158
4096,2000,1024,float,cuda_optim,37545556,104133,37419912,18089
4096,2000,1024,double,cuda_naive,42869069,106089,42741329,18228
4096,2000,1024,double,cuda_shared,34613550,106298,34485810,18019
4096,2000,1,float,thrust,302622,174115,124317,1397
4096,2000,1,float,std::accumulate,809739,174115,124317,1397
4096,2000,1,float,cpu,7289125,174115,124317,1397
4096,2000,1,float,cpu_seq,815537,174115,124317,1397
8192,2000,32,uint16_t,cuda_naive,23229490,108114,23099656,18089
8192,2000,32,uint16_t,cuda_shared,20043610,114260,19906792,18857
8192,2000,32,uint32_t,cuda_naive,23645675,110070,23513884,18228
8192,2000,32,uint32_t,cuda_shared,20054087,108673,19924042,17879
8192,2000,32,float,cuda_naive,22942372,107696,22813375,17950
8192,2000,32,float,cuda_shared,20205153,107696,20076296,17809
8192,2000,32,float,cuda_optim,19971954,107486,19843655,17460
8192,2000,32,double,cuda_naive,23136392,117054,22997687,18228
8192,2000,32,double,cuda_shared,19980893,111048,19848683,17670
8192,2000,64,uint16_t,cuda_naive,23040849,104693,22914087,18647
8192,2000,64,uint16_t,cuda_shared,20229318,104901,20102487,18438
8192,2000,64,uint32_t,cuda_naive,23407795,109581,23276773,18019
8192,2000,64,uint32_t,cuda_shared,20112474,108533,19982918,17600
8192,2000,64,float,cuda_naive,23163700,107136,23034633,18438
8192,2000,64,float,cuda_shared,20068823,114190,19929350,21930
8192,2000,64,float,cuda_optim,19930188,106578,19802867,17390
8192,2000,64,double,cuda_naive,23147776,110000,23015497,18857
8192,2000,64,double,cuda_shared,19968671,111187,19836322,17670
8192,2000,128,uint16_t,cuda_naive,26057364,104343,25931510,18089
8192,2000,128,uint16_t,cuda_shared,22255833,105181,22129629,17670
8192,2000,128,uint32_t,cuda_naive,26088513,106578,25958958,19555
8192,2000,128,uint32_t,cuda_shared,21181604,106787,21053934,17461
8192,2000,128,float,cuda_naive,26058341,106578,25930323,18089
8192,2000,128,float,cuda_shared,21381769,113003,21247674,17670
8192,2000,128,float,cuda_optim,20296086,106089,20169185,17391
8192,2000,128,double,cuda_naive,27930927,115098,27793758,18578
8192,2000,128,double,cuda_shared,23024087,116496,22886709,17460
8192,2000,256,uint16_t,cuda_naive,30728768,104552,30601168,19625
8192,2000,256,uint16_t,cuda_shared,23329853,110419,23198481,17460
8192,2000,256,uint32_t,cuda_naive,30987181,107626,30857765,18368
8192,2000,256,uint32_t,cuda_shared,23088550,107137,22960532,17460
8192,2000,256,float,cuda_naive,31247689,106997,31117644,19695
8192,2000,256,float,cuda_shared,23194081,106787,23066481,17390
8192,2000,256,float,cuda_optim,23062709,106299,22935039,18089
8192,2000,256,double,cuda_naive,31852235,110768,31717930,20115
8192,2000,256,double,cuda_shared,23819789,111397,23687160,17880
8192,2000,512,uint16_t,cuda_naive,37670083,104832,37543811,18019
8192,2000,512,uint16_t,cuda_shared,28858907,104831,28733054,17600
8192,2000,512,uint32_t,cuda_naive,37860052,106578,37731893,18089
8192,2000,512,uint32_t,cuda_shared,28949492,131022,28797657,17460
8192,2000,512,float,cuda_naive,37689220,106997,37560572,18229
8192,2000,512,float,cuda_shared,28974424,106927,28846336,17740
8192,2000,512,float,cuda_optim,28984831,106159,28857161,18159
8192,2000,512,double,cuda_naive,37520693,110838,37387785,18648
8192,2000,512,double,cuda_shared,28925675,111258,28793256,17740
8192,2000,1024,uint16_t,cuda_naive,48672530,104832,48545908,18368
8192,2000,1024,uint16_t,cuda_shared,34824051,104832,34698267,17530
8192,2000,1024,uint32_t,cuda_naive,48437654,106578,48309216,18438
8192,2000,1024,uint32_t,cuda_shared,34910585,107625,34781937,17670
8192,2000,1024,float,cuda_naive,48570492,106997,48441704,18369
8192,2000,1024,float,cuda_shared,35024356,106717,34896477,17739
8192,2000,1024,float,cuda_optim,38836503,106857,38708135,18158
8192,2000,1024,double,cuda_naive,49146543,110489,49014194,18438
8192,2000,1024,double,cuda_shared,37474109,111327,37341271,18089
8192,2000,1,float,thrust,431200,179981,246958,1467
8192,2000,1,float,std::accumulate,1631004,179981,246958,1467
8192,2000,1,float,cpu,15406149,179981,246958,1467
8192,2000,1,float,cpu_seq,1638617,179981,246958,1467
16384,2000,32,uint16_t,cuda_naive,25354271,110699,25221852,18159
16384,2000,32,uint16_t,cuda_shared,20124277,107555,19995420,17809
16384,2000,32,uint32_t,cuda_naive,25994995,110769,25863065,17670
16384,2000,32,uint32_t,cuda_shared,20125395,110489,19993814,17739
16384,2000,32,float,cuda_naive,25773180,110628,25641459,17740
16384,2000,32,float,cuda_shared,20161573,110838,20029992,17390
16384,2000,32,float,cuda_optim,22993567,109371,22863313,17530
16384,2000,32,double,cuda_naive,25917542,131511,25764659,17949
16384,2000,32,double,cuda_shared,22985954,118730,22846062,17669
16384,2000,64,uint16_t,cuda_naive,23125846,106508,22997756,18159
16384,2000,64,uint16_t,cuda_shared,20030620,106997,19902880,17320
16384,2000,64,uint32_t,cuda_naive,23477288,110210,23345426,18159
16384,2000,64,uint32_t,cuda_shared,20051013,111536,19918664,17461
16384,2000,64,float,cuda_naive,23366519,110419,23234729,18019
16384,2000,64,float,cuda_shared,20072176,110210,19940943,17670
16384,2000,64,float,cuda_optim,19976632,110629,19845052,17530
16384,2000,64,double,cuda_naive,25894145,130254,25742170,18298
16384,2000,64,double,cuda_shared,21017896,118521,20878493,17460
16384,2000,128,uint16_t,cuda_naive,28858558,106787,28730120,18229
16384,2000,128,uint16_t,cuda_shared,23118093,106788,22990563,17321
16384,2000,128,uint32_t,cuda_naive,28991327,109860,28859466,18578
16384,2000,128,uint32_t,cuda_shared,23249325,111537,23117185,17321
16384,2000,128,float,cuda_naive,28822869,110558,28690450,18508
16384,2000,128,float,cuda_shared,23317420,110489,23186049,17460
16384,2000,128,float,cuda_optim,22768747,110559,22637306,17460
16384,2000,128,double,cuda_naive,28933219,118730,28792768,18368
16384,2000,128,double,cuda_shared,23220691,117613,23076817,22768
16384,2000,256,uint16_t,cuda_naive,31789657,106647,31659822,19766
16384,2000,256,uint16_t,cuda_shared,25471884,106788,25344284,17391
16384,2000,256,uint32_t,cuda_naive,31827231,109931,31695720,18159
16384,2000,256,uint32_t,cuda_shared,25202507,110419,25071345,17390
16384,2000,256,float,cuda_naive,31525727,111048,31393308,18019
16384,2000,256,float,cuda_shared,25688253,109930,25557440,17460
16384,2000,256,float,cuda_optim,23111738,109860,22981135,17390
16384,2000,256,double,cuda_naive,34325105,119149,34183886,18648
16384,2000,256,double,cuda_shared,25897288,119429,25756837,17669
16384,2000,512,uint16_t,cuda_naive,40272370,107555,40142815,18647
16384,2000,512,uint16_t,cuda_shared,28838863,107766,28710005,17670
16384,2000,512,uint32_t,cuda_naive,40720052,110628,40587494,18578
16384,2000,512,uint32_t,cuda_shared,28988183,111047,28855904,17880
16384,2000,512,float,cuda_naive,40539443,110419,40407513,18159
16384,2000,512,float,cuda_shared,29015422,110558,28884051,17390
16384,2000,512,float,cuda_optim,28965066,110419,28831669,19556
16384,2000,512,double,cuda_naive,40560744,125715,40413519,18089
16384,2000,512,double,cuda_shared,30942761,118102,30803568,17670
16384,2000,1024,uint16_t,cuda_naive,55048620,106438,54920462,18229
16384,2000,1024,uint16_t,cuda_shared,37697811,106787,37570141,17460
16384,2000,1024,uint32_t,cuda_naive,55019217,116565,54881210,17950
16384,2000,1024,uint32_t,cuda_shared,37677626,111047,37545278,17879
16384,2000,1024,float,cuda_naive,54981084,112165,54845522,19974
16384,2000,1024,float,cuda_shared,37721906,110838,37589557,18019
16384,2000,1024,float,cuda_optim,40469951,110978,40337322,18159
16384,2000,1024,double,cuda_naive,55011534,119708,54869897,18578
16384,2000,1024,double,cuda_shared,40324891,119638,40183462,18438
16384,2000,1,float,thrust,692337,190807,497270,1536
16384,2000,1,float,std::accumulate,3336039,190807,497270,1536
16384,2000,1,float,cpu,36645302,190807,497270,1536
16384,2000,1,float,cpu_seq,3318159,190807,497270,1536
32768,2000,32,uint16_t,cuda_naive,25978024,116146,25840227,17949
32768,2000,32,uint16_t,cuda_shared,23143446,111328,23011026,17670
32768,2000,32,uint32_t,cuda_naive,28966952,131022,28814558,17879
32768,2000,32,uint32_t,cuda_shared,23164677,119009,23024646,17600
32768,2000,32,float,cuda_naive,28862469,118661,28722437,17879
32768,2000,32,float,cuda_shared,23290880,118311,23151408,17670
32768,2000,32,float,cuda_optim,25789732,123200,25645719,17461
32768,2000,32,double,cuda_naive,31584812,153023,31409999,18369
32768,2000,32,double,cuda_shared,25823745,133537,25669325,17461
32768,2000,64,uint16_t,cuda_naive,26020348,110280,25887160,19486
32768,2000,64,uint16_t,cuda_shared,22814214,111257,22681935,17600
32768,2000,64,uint32_t,cuda_naive,26031593,118730,25889815,19625
32768,2000,64,uint32_t,cuda_shared,23098398,118731,22958785,17460
32768,2000,64,float,cuda_naive,25988570,119010,25847840,18368
32768,2000,64,float,cuda_shared,23262525,118800,23122843,17530
32768,2000,64,float,cuda_optim,22966677,118381,22827624,17320
32768,2000,64,double,cuda_naive,28770977,134584,28614533,18438
32768,2000,64,double,cuda_shared,23565007,134585,23409261,17740
32768,2000,128,uint16_t,cuda_naive,31700889,110768,31564698,22000
32768,2000,128,uint16_t,cuda_shared,23909115,110838,23777186,17670
32768,2000,128,uint32_t,cuda_naive,31658635,119149,31517626,18438
32768,2000,128,uint32_t,cuda_shared,25563376,124038,25418386,17670
32768,2000,128,float,cuda_naive,31658844,118520,31517346,19626
32768,2000,128,float,cuda_shared,25667580,118660,25527967,17530
32768,2000,128,float,cuda_optim,25717028,117613,25572735,23257
32768,2000,128,double,cuda_naive,34464369,133117,34309461,18368
32768,2000,128,double,cuda_shared,25905110,133536,25750411,17740
32768,2000,256,uint16_t,cuda_naive,34717055,109720,34585683,18229
32768,2000,256,uint16_t,cuda_shared,25895053,110279,25763891,17461
32768,2000,256,uint32_t,cuda_naive,34881391,117892,34731163,28844
32768,2000,256,uint32_t,cuda_shared,25923269,118102,25784075,17669
32768,2000,256,float,cuda_naive,34739334,118451,34599232,18298
32768,2000,256,float,cuda_shared,25983471,118311,25844209,17530
32768,2000,256,float,cuda_optim,25667230,118450,25527828,17600
32768,2000,256,double,cuda_naive,37652763,134095,37496808,18508
32768,2000,256,double,cuda_shared,28879161,134234,28723835,17670
32768,2000,512,uint16_t,cuda_naive,43299361,111258,43165964,18717
32768,2000,512,uint16_t,cuda_shared,31593892,116984,31455746,17670
32768,2000,512,uint32_t,cuda_naive,43627545,118801,43487094,18159
32768,2000,512,uint32_t,cuda_shared,31733504,118311,31594381,17461
32768,2000,512,float,cuda_naive,43390574,118730,43250053,18438
32768,2000,512,float,cuda_shared,31638101,119848,31497232,17530
32768,2000,512,float,cuda_optim,29006482,118311,28866660,18159
32768,2000,512,double,cuda_naive,46330403,134933,46173470,18578
32768,2000,512,double,cuda_shared,31656539,133747,31501631,17740
32768,2000,1024,uint16_t,cuda_naive,60937358,110558,60804869,18508
32768,2000,1024,uint16_t,cuda_shared,40596643,111677,40463176,18368
32768,2000,1024,uint32_t,cuda_naive,60950279,121314,60807104,18508
32768,2000,1024,uint32_t,cuda_shared,40562630,119219,40422389,17669
32768,2000,1024,float,cuda_naive,60956075,119079,60815415,18229
32768,2000,1024,float,cuda_shared,40570312,118591,40430630,17670
32768,2000,1024,float,cuda_optim,40392427,118730,40252116,18229
32768,2000,1024,double,cuda_naive,61406971,165385,61218399,19136
32768,2000,1024,double,cuda_shared,41079036,136331,40921265,18089
32768,2000,1,float,thrust,1206369,214692,987207,1676
32768,2000,1,float,std::accumulate,6610896,214692,987207,1676
32768,2000,1,float,cpu,73007259,214692,987207,1676
32768,2000,1,float,cpu_seq,6653080,214692,987207,1676
65536,2000,64,uint16_t,cuda_naive,37284071,165873,37096128,18368
65536,2000,64,uint16_t,cuda_shared,28845428,120546,28703161,18298
65536,2000,64,uint32_t,cuda_naive,38091506,148901,37920465,18787
65536,2000,64,uint32_t,cuda_shared,28845149,135352,28688914,17460
65536,2000,64,float,cuda_naive,38046808,134724,37890014,18717
65536,2000,64,float,cuda_shared,28880209,134025,28725022,17739
65536,2000,64,float,cuda_optim,31603600,134514,31448412,17321
65536,2000,64,double,cuda_naive,44366466,188990,44154149,19904
65536,2000,64,double,cuda_shared,32789645,167200,32601283,17809
65536,2000,128,uint16_t,cuda_naive,34631708,124318,34485670,18298
65536,2000,128,uint16_t,cuda_shared,27000501,118660,26861168,17250
65536,2000,128,uint32_t,cuda_naive,37322135,139543,37160941,18298
65536,2000,128,uint32_t,cuda_shared,28324692,133118,28170970,17251
65536,2000,128,float,cuda_naive,37242375,133676,37087048,18369
65536,2000,128,float,cuda_shared,28534494,133816,28379866,17460
65536,2000,128,float,cuda_optim,30371739,133047,30217460,17880
65536,2000,128,double,cuda_naive,43042554,166641,42852726,19765
65536,2000,128,double,cuda_shared,31904197,165733,31717302,17739
65536,2000,256,uint16_t,cuda_naive,39092401,119428,38950973,18578
65536,2000,256,uint16_t,cuda_shared,28822799,119009,28682628,17740
65536,2000,256,uint32_t,cuda_naive,40466110,132558,40311761,18298
65536,2000,256,uint32_t,cuda_shared,28872177,133536,28718038,17181
65536,2000,256,float,cuda_naive,40307291,133187,40152522,18159
65536,2000,256,float,cuda_shared,28829364,132699,28675993,17320
65536,2000,256,float,cuda_optim,31276952,133397,31122812,17321
65536,2000,256,double,cuda_naive,43596257,164546,43408313,20045
65536,2000,256,double,cuda_shared,31722400,166013,31530616,17670
65536,2000,512,uint16_t,cuda_naive,49039337,125086,48890854,19904
65536,2000,512,uint16_t,cuda_shared,34582191,119009,34442299,17460
65536,2000,512,uint32_t,cuda_naive,49574041,132839,49419203,18508
65536,2000,512,uint32_t,cuda_shared,35051664,133746,34896686,17809
65536,2000,512,float,cuda_naive,49861229,134165,49705274,18368
65536,2000,512,float,cuda_shared,35202801,162172,35019467,17809
65536,2000,512,float,cuda_optim,31672603,134654,31516298,18229
65536,2000,512,double,cuda_naive,52483210,166083,52294848,18927
65536,2000,512,double,cuda_shared,36218502,183264,36002483,29333
65536,2000,1024,uint16_t,cuda_naive,66938191,119569,66796413,18717
65536,2000,1024,uint16_t,cuda_shared,43369412,119638,43228751,17600
65536,2000,1024,uint32_t,cuda_naive,66963194,140172,66801092,18438
65536,2000,1024,uint32_t,cuda_shared,43406638,134026,43251659,17600
65536,2000,1024,float,cuda_naive,66823861,133117,66668883,18508
65536,2000,1024,float,cuda_shared,43466771,134374,43310955,18089
65536,2000,1024,float,cuda_optim,40466808,135771,40309177,18507
65536,2000,1024,double,cuda_naive,69620795,167200,69431595,18577
65536,2000,1024,double,cuda_shared,45303107,172997,45108530,18159
65536,2000,1,float,thrust,2234572,254153,1975740,1886
65536,2000,1,float,std::accumulate,14640968,254153,1975740,1886
65536,2000,1,float,cpu,162768813,254153,1975740,1886
65536,2000,1,float,cpu_seq,14631749,254153,1975740,1886
131072,2000,128,uint16_t,cuda_naive,49091019,160006,48907965,18439
131072,2000,128,uint16_t,cuda_shared,34656922,136819,34498801,17809
131072,2000,128,uint32_t,cuda_naive,52226404,190666,52012131,20184
131072,2000,128,uint32_t,cuda_shared,37509519,166222,37322484,17460
131072,2000,128,float,cuda_naive,52429992,167549,52238487,20673
131072,2000,128,float,cuda_shared,37583270,171251,37391068,17530
131072,2000,128,float,cuda_optim,43564199,164965,43378281,17600
131072,2000,128,double,cuda_naive,69438159,273848,69140915,19975
131072,2000,128,double,cuda_shared,49452448,233060,49198296,17600
131072,2000,256,uint16_t,cuda_naive,46296390,134724,46140155,18158
131072,2000,256,uint16_t,cuda_shared,34697289,140101,34536585,17181
131072,2000,256,uint32_t,cuda_naive,49246905,165593,49058473,19416
131072,2000,256,uint32_t,cuda_shared,35340179,165035,35154470,17321
131072,2000,256,float,cuda_naive,49097794,165803,48909223,19415
131072,2000,256,float,cuda_shared,35640147,165035,35454090,17669
131072,2000,256,float,cuda_optim,40233119,165664,40046363,17670
131072,2000,256,double,cuda_naive,64503384,231524,64248603,19905
131072,2000,256,double,cuda_shared,46220053,228450,45970511,17600
131072,2000,512,uint16_t,cuda_naive,54916900,133886,54761223,18368
131072,2000,512,uint16_t,cuda_shared,37515525,134514,37359989,17530
131072,2000,512,uint32_t,cuda_naive,55287757,172089,55092341,19835
131072,2000,512,uint32_t,cuda_shared,38102960,165175,37916623,17670
131072,2000,512,float,cuda_naive,55246899,165454,55058399,19695
131072,2000,512,float,cuda_shared,38219944,165454,38033537,17600
131072,2000,512,float,cuda_optim,40420434,164895,40232421,19765
131072,2000,512,double,cuda_naive,67010966,229289,66758070,20184
131072,2000,512,double,cuda_shared,46338993,231664,46086028,17879
131072,2000,1024,uint16_t,cuda_naive,74889761,141149,74726821,18368
131072,2000,1024,uint16_t,cuda_shared,49157717,139753,48996803,17740
131072,2000,1024,uint32_t,cuda_naive,75427468,166851,75238758,18438
131072,2000,1024,uint32_t,cuda_shared,49241597,171879,49048835,17600
131072,2000,1024,float,cuda_naive,75210542,167968,75020574,18578
131072,2000,1024,float,cuda_shared,49193616,171181,49000854,18089
131072,2000,1024,float,cuda_optim,43420326,165314,43233570,18089
131072,2000,1024,double,cuda_naive,86082036,233200,85825858,19555
131072,2000,1024,double,cuda_shared,55479122,228870,55227414,19415
131072,2000,1,float,thrust,4266464,327696,3934089,1816
