#N_elem,N_iter,N_block,dtype,method,t_tot,t_copy,t_exec,t_backcopy
131072,2000,1,float,std::accumulate,32882394,327696,3934089,1816
131072,2000,1,float,cpu,363461164,327696,3934089,1816
131072,2000,1,float,cpu_seq,32887562,327696,3934089,1816
262144,2000,256,uint16_t,cuda_naive,80861610,229079,80607178,20882
262144,2000,256,uint16_t,cuda_shared,54766951,167060,54578589,17809
262144,2000,256,uint32_t,cuda_naive,92280659,295149,91962463,19555
262144,2000,256,uint32_t,cuda_shared,61245218,227123,60997073,17600
262144,2000,256,float,cuda_naive,92244272,253244,91968330,19276
262144,2000,256,float,cuda_shared,61380990,227124,61132983,17461
262144,2000,256,float,cuda_optim,75056891,228171,74806021,19346
262144,2000,256,double,cuda_naive,116491349,502089,115966214,19695
262144,2000,256,double,cuda_shared,75750974,485746,75243857,18019
262144,2000,512,uint16_t,cuda_naive,74514993,176559,74315386,19625
262144,2000,512,uint16_t,cuda_shared,51979864,166362,51792620,17391
262144,2000,512,uint32_t,cuda_naive,83665178,234947,83407184,19695
262144,2000,512,uint32_t,cuda_shared,57927618,228171,57678355,17739
262144,2000,512,float,cuda_naive,83581928,236552,83322398,19625
262144,2000,512,float,cuda_shared,57926780,227193,57676818,19346
262144,2000,512,float,cuda_optim,64236381,227193,63986349,19416
262144,2000,512,double,cuda_naive,104617563,490356,104104160,19695
262144,2000,512,double,cuda_shared,67752541,484978,67244654,19486
262144,2000,1024,uint16_t,cuda_naive,85599223,168387,85407788,19626
262144,2000,1024,uint16_t,cuda_shared,57962538,165874,57775782,17461
262144,2000,1024,uint32_t,cuda_naive,93059879,237670,92798113,20604
262144,2000,1024,uint32_t,cuda_shared,61356615,228312,61105186,19695
262144,2000,1024,float,cuda_naive,92820812,235296,92562119,19975
262144,2000,1024,float,cuda_shared,61570888,227753,61320158,19625
262144,2000,1024,float,cuda_optim,63660609,227473,63410158,19556
262144,2000,1024,double,cuda_naive,107620529,486444,107110828,19834
262144,2000,1024,double,cuda_shared,70470274,476877,69970350,19555
262144,2000,1,float,thrust,8315862,481835,7829418,1886
262144,2000,1,float,std::accumulate,66263944,481835,7829418,1886
262144,2000,1,float,cpu,874606889,481835,7829418,1886
262144,2000,1,float,cpu_seq,66284756,481835,7829418,1886
524288,2000,512,uint16_t,cuda_naive,144639832,486514,144123355,22978
524288,2000,512,uint16_t,cuda_shared,94304311,233270,94049739,17809
524288,2000,512,uint32_t,cuda_naive,155183840,785504,154374450,20114
524288,2000,512,uint32_t,cuda_shared,101957379,490775,101443696,19416
524288,2000,512,float,cuda_naive,155032494,863378,154145510,20184
524288,2000,512,float,cuda_shared,101948579,486585,101438877,19555
524288,2000,512,float,cuda_optim,127569924,478971,127067695,19695
524288,2000,512,double,cuda_naive,206687945,1572267,205090396,21861
524288,2000,512,double,cuda_shared,127058196,1003201,126033624,17740
524288,2000,1024,uint16_t,cuda_naive,126053181,348089,125681485,20044
524288,2000,1024,uint16_t,cuda_shared,86528461,227752,86277592,19625
524288,2000,1024,uint32_t,cuda_naive,132698020,675225,131999537,19835
524288,2000,1024,uint32_t,cuda_shared,92196082,481974,91691199,19346
524288,2000,1024,float,cuda_naive,132809766,673340,132113238,19765
524288,2000,1024,float,cuda_shared,92198247,484000,91691129,19695
524288,2000,1024,float,cuda_optim,104139081,475340,103640903,19416
524288,2000,1024,double,cuda_naive,174494047,1330825,173139615,20324
524288,2000,1024,double,cuda_shared,109235469,996705,108215228,19975
524288,2000,1,float,thrust,16458378,832648,15620911,1955
524288,2000,1,float,std::accumulate,132823385,832648,15620911,1955
524288,2000,1,float,cpu,2000747023,832648,15620911,1955
524288,2000,1,float,cpu_seq,132899302,832648,15620911,1955
1048576,2000,1024,uint16_t,cuda_naive,259611226,1256794,258323631,23397
1048576,2000,1024,uint16_t,cuda_shared,166638649,494127,166122033,18927
1048576,2000,1024,uint32_t,cuda_naive,277062188,1944102,275093571,20813
1048576,2000,1024,uint32_t,cuda_shared,180955902,1042311,179890264,19625
1048576,2000,1024,float,cuda_naive,276771857,1717328,275029597,21441
1048576,2000,1024,float,cuda_shared,181196366,1069619,180103210,20045
1048576,2000,1024,float,cuda_optim,224875733,982667,223869460,19974
1048576,2000,1024,double,cuda_naive,381056907,3089499,377941427,22558
1048576,2000,1024,double,cuda_shared,229417232,2554515,226836178,22349
1048576,2000,1,float,thrust,32977587,1746521,31226178,2095
1048576,2000,1,float,std::accumulate,269343260,1746521,31226178,2095
1048576,2000,1,float,cpu,4333879609,1746521,31226178,2095
1048576,2000,1,float,cpu_seq,269517025,1746521,31226178,2095
2097152,2000,1,float,thrust,66974927,4520058,62448374,2095
2097152,2000,1,float,std::accumulate,660001946,4520058,62448374,2095
2097152,2000,1,float,cpu,11788138771,4520058,62448374,2095
2097152,2000,1,float,cpu_seq,668578664,4520058,62448374,2095
4194304,2000,1,float,thrust,133092973,7904217,125181492,2654
4194304,2000,1,float,std::accumulate,3649913372,7904217,125181492,2654
4194304,2000,1,float,cpu,54229184942,7904217,125181492,2654
4194304,2000,1,float,cpu_seq,3618728820,7904217,125181492,2654
8388608,2000,1,float,thrust,266450643,13916365,252527294,2165
8388608,2000,1,float,std::accumulate,7570513332,13916365,252527294,2165
8388608,2000,1,float,cpu,121843361020,13916365,252527294,2165
8388608,2000,1,float,cpu_seq,7574019573,13916365,252527294,2165
16777216,2000,1,float,thrust,526641062,26429408,500203972,2374
16777216,2000,1,float,std::accumulate,15142195318,26429408,500203972,2374
#N_elem,N_iter,N_block,dtype,method,t_tot,t_copy,t_exec,t_backcopy
1024,2000,32,uint16_t,cuda_naive,480927394,458019016,22847615,40998
1024,2000,32,uint16_t,cuda_shared,20314091,130745,20158412,19975
1024,2000,32,uint32_t,cuda_naive,22827641,129138,22660579,30451
1024,2000,32,uint32_t,cuda_shared,18403068,111468,18268762,19137
1024,2000,32,float,cuda_naive,21374644,111957,21230630,27657
1024,2000,32,float,cuda_shared,18344108,108116,18213782,18648
1024,2000,32,float,cuda_optim,18267346,107347,18138069,18299
1024,2000,32,double,cuda_naive,21543920,113353,21400534,26121
1024,2000,32,double,cuda_shared,18500480,115658,18362402,18788
1024,2000,64,uint16_t,cuda_naive,21493774,106718,21364147,19206
1024,2000,64,uint16_t,cuda_shared,18210774,106719,18081706,18788
1024,2000,64,uint32_t,cuda_naive,21543571,106718,21414363,18927
1024,2000,64,uint32_t,cuda_shared,18138557,107348,18009140,18578
1024,2000,64,float,cuda_naive,21527577,107348,21398019,18648
1024,2000,64,float,cuda_shared,18280966,106579,18152317,18508
1024,2000,64,float,cuda_optim,18371412,106369,18242972,18578
1024,2000,64,double,cuda_naive,21427633,107138,21298075,18927
1024,2000,64,double,cuda_shared,18347107,107277,18217689,18578
1024,2000,128,uint16_t,cuda_naive,24529810,106789,24400462,18858
1024,2000,128,uint16_t,cuda_shared,21244367,114192,21108035,18648
1024,2000,128,uint32_t,cuda_naive,24407726,106929,24278378,18858
1024,2000,128,uint32_t,cuda_shared,21123121,106579,20988465,18019
1024,2000,128,float,cuda_naive,24324684,106439,24195825,18858
1024,2000,128,float,cuda_shared,21377556,106649,21249047,18368
1024,2000,128,float,cuda_optim,21258475,138986,21097070,18857
1024,2000,128,double,cuda_naive,24474565,109373,24342075,19556
1024,2000,128,double,cuda_shared,21306596,108815,21175293,18927
1024,2000,256,uint16_t,cuda_naive,24433148,107277,24302614,19626
1024,2000,256,uint16_t,cuda_shared,21174525,107697,21045247,18089
1024,2000,256,uint32_t,cuda_naive,23593926,104903,23467302,18229
1024,2000,256,uint32_t,cuda_shared,20524574,102947,20400814,17391
1024,2000,256,float,cuda_naive,23504528,109722,23373225,18229
1024,2000,256,float,cuda_shared,20829016,102179,20706024,17391
1024,2000,256,float,cuda_optim,23210213,102249,23087082,17460
1024,2000,256,double,cuda_naive,23801008,111468,23667609,18509
1024,2000,256,double,cuda_shared,23042523,111608,22909612,17880
1024,2000,512,uint16_t,cuda_naive,26075556,103087,25950819,18158
1024,2000,512,uint16_t,cuda_shared,23188143,102388,23064802,17530
1024,2000,512,uint32_t,cuda_naive,26195196,102668,26071295,17740
1024,2000,512,uint32_t,cuda_shared,22919810,102947,22795491,18019
1024,2000,512,float,cuda_naive,26022756,103855,25896900,18648
1024,2000,512,float,cuda_shared,23187724,104135,23062427,17740
1024,2000,512,float,cuda_optim,28785709,102738,28661600,17950
1024,2000,512,double,cuda_naive,26029879,102948,25905141,18369
1024,2000,512,double,cuda_shared,23825941,103716,23701063,17670
1024,2000,1,float,thrust,283349,241375,37645,1466
1024,2000,1,float,std::accumulate,196186,241375,37645,1466
1024,2000,1,float,cpu,1873235,241375,37645,1466
1024,2000,1,float,cpu_seq,201425,241375,37645,1466
2048,2000,32,uint16_t,cuda_naive,21051184,105462,20924001,18159
2048,2000,32,uint16_t,cuda_shared,19344662,103506,19219923,17810
2048,2000,32,uint32_t,cuda_naive,20865823,103925,20740805,17670
2048,2000,32,uint32_t,cuda_shared,19716431,103506,19592182,17391
2048,2000,32,float,cuda_naive,20818470,110839,20686189,18089
2048,2000,32,float,cuda_shared,18648419,103017,18524519,17460
2048,2000,32,float,cuda_optim,17824216,103157,17700176,17530
2048,2000,32,double,cuda_naive,21555395,103786,21430448,17739
2048,2000,32,double,cuda_shared,19945044,104274,19819957,17391
2048,2000,64,uint16_t,cuda_naive,20156456,101760,20033115,18090
2048,2000,64,uint16_t,cuda_shared,18403138,102389,18279866,17461
2048,2000,64,uint32_t,cuda_naive,20224901,102459,20099605,19486
2048,2000,64,uint32_t,cuda_shared,18174614,102738,18051133,17391
2048,2000,64,float,cuda_naive,20177339,109722,20046036,18229
2048,2000,64,float,cuda_shared,18098207,103087,17974307,17531
2048,2000,64,float,cuda_optim,18463900,102738,18340350,17461
2048,2000,64,double,cuda_naive,20271207,105112,20144514,18159
2048,2000,64,double,cuda_shared,19556582,103367,19432053,17740
2048,2000,128,uint16_t,cuda_naive,23541847,101969,23418297,18089
2048,2000,128,uint16_t,cuda_shared,20057001,102179,19933939,17531
2048,2000,128,uint32_t,cuda_naive,23471516,102458,23347546,18020
2048,2000,128,uint32_t,cuda_shared,19842655,102668,19719104,17461
2048,2000,128,float,cuda_naive,23510279,102319,23385261,19346
2048,2000,128,float,cuda_shared,20046805,102319,19923533,17460
2048,2000,128,float,cuda_optim,20055046,102598,19931495,17600
2048,2000,128,double,cuda_naive,23621886,103296,23497218,17950
2048,2000,128,double,cuda_shared,19998404,103645,19873736,17600
2048,2000,256,uint16_t,cuda_naive,25993308,101829,25869758,18228
2048,2000,256,uint16_t,cuda_shared,23057701,101690,22935128,17391
2048,2000,256,uint32_t,cuda_naive,25941206,108814,25810601,18229
2048,2000,256,uint32_t,cuda_shared,22822263,110979,22690261,17670
2048,2000,256,float,cuda_naive,25930799,109583,25799775,18019
2048,2000,256,float,cuda_shared,23091505,103436,22967046,17601
2048,2000,256,float,cuda_optim,23032069,101830,22909426,17391
2048,2000,256,double,cuda_naive,26180974,103436,26055677,18438
2048,2000,256,double,cuda_shared,23056165,104763,22930170,17809
2048,2000,512,uint16_t,cuda_naive,30098701,102598,29974453,18159
2048,2000,512,uint16_t,cuda_shared,25744391,102319,25620909,17810
2048,2000,512,uint32_t,cuda_naive,29191243,102808,29067063,18019
2048,2000,512,uint32_t,cuda_shared,25749279,103227,25625380,17321
2048,2000,512,float,cuda_naive,29132435,102668,29006160,20185
2048,2000,512,float,cuda_shared,25983949,105253,25857465,17809
2048,2000,512,float,cuda_optim,28778056,103436,28653038,18159
2048,2000,512,double,cuda_naive,30025647,105322,29898395,18508
2048,2000,512,double,cuda_shared,26006509,104484,25880443,18159
2048,2000,1024,uint16_t,cuda_naive,34736503,102598,34612393,18159
2048,2000,1024,uint16_t,cuda_shared,30416135,102598,30292235,17949
2048,2000,1024,uint32_t,cuda_naive,34807306,102668,34683127,18089
2048,2000,1024,uint32_t,cuda_shared,31303867,103087,31179199,18298
2048,2000,1024,float,cuda_naive,34825447,103227,34700430,18368
2048,2000,1024,float,cuda_shared,30556487,102948,30432517,17600
2048,2000,1024,float,cuda_optim,37470019,102737,37345491,18368
2048,2000,1024,double,cuda_naive,34724735,103855,34599368,18089
2048,2000,1024,double,cuda_shared,31489438,104274,31363513,18298
2048,2000,1,float,thrust,240746,172580,63905,1397
2048,2000,1,float,std::accumulate,396843,172580,63905,1397
2048,2000,1,float,cpu,3634514,172580,63905,1397
2048,2000,1,float,cpu_seq,402640,172580,63905,1397
4096,2000,32,uint16_t,cuda_naive,23284386,105182,23157831,17810
4096,2000,32,uint16_t,cuda_shared,19868966,103575,19744159,17740
4096,2000,32,uint32_t,cuda_naive,23298494,104204,23173337,17530
4096,2000,32,uint32_t,cuda_shared,19862471,104274,19737384,17391
4096,2000,32,float,cuda_naive,23300100,103995,23174594,18089
4096,2000,32,float,cuda_shared,20006904,104064,19881957,17461
4096,2000,32,float,cuda_optim,19038264,103715,18913736,17460
4096,2000,32,double,cuda_naive,23355555,105950,23228093,18089
4096,2000,32,double,cuda_shared,19940344,106998,19812325,17600
4096,2000,64,uint16_t,cuda_naive,20974358,136262,20812743,18438
4096,2000,64,uint16_t,cuda_shared,20056981,113843,19920649,19067
4096,2000,64,uint32_t,cuda_naive,20889220,110001,20757358,18439
4096,2000,64,uint32_t,cuda_shared,19853601,105532,19720970,23677
4096,2000,64,float,cuda_naive,21080937,104763,20954313,18438
4096,2000,64,float,cuda_shared,19839423,105183,19713008,17810
4096,2000,64,float,cuda_optim,19011165,105322,18884541,17949
4096,2000,64,double,cuda_naive,23029671,106230,22901651,18438
4096,2000,64,double,cuda_shared,20034003,106579,19906472,17530
4096,2000,128,uint16_t,cuda_naive,26003619,102947,25878951,18298
4096,2000,128,uint16_t,cuda_shared,20206164,110211,20075071,17530
4096,2000,128,uint32_t,cuda_naive,25890335,104134,25764619,18159
4096,2000,128,uint32_t,cuda_shared,20138557,104204,20013400,17600
4096,2000,128,float,cuda_naive,25906189,104344,25780404,18089
4096,2000,128,float,cuda_shared,20205536,105601,20078423,18019
4096,2000,128,float,cuda_optim,20151827,104134,20026810,17530
4096,2000,128,double,cuda_naive,25965276,106090,25835090,20673
4096,2000,128,double,cuda_shared,20922325,108116,20793117,17740
4096,2000,256,uint16_t,cuda_naive,28820980,103715,28695614,18159
4096,2000,256,uint16_t,cuda_shared,23017868,102947,22894178,17390
4096,2000,256,uint32_t,cuda_naive,28866028,103716,28739195,19626
4096,2000,256,uint32_t,cuda_shared,22810717,103366,22686258,17740
4096,2000,256,float,cuda_naive,28808548,104135,28682902,18159
4096,2000,256,float,cuda_shared,23184093,104065,23059215,17530
4096,2000,256,float,cuda_optim,22907448,103995,22782780,17251
4096,2000,256,double,cuda_naive,28986663,105602,28857595,20044
4096,2000,256,double,cuda_shared,23079841,111258,22947141,17740
4096,2000,512,uint16_t,cuda_naive,34621613,102947,34497084,18159
4096,2000,512,uint16_t,cuda_shared,25893504,103436,25762899,23677
4096,2000,512,uint32_t,cuda_naive,34531726,104274,34404194,19905
4096,2000,512,uint32_t,cuda_shared,25929263,104135,25803617,18159
4096,2000,512,float,cuda_naive,34675949,105113,34549116,18229
4096,2000,512,float,cuda_shared,26243553,104275,26118186,17739
4096,2000,512,float,cuda_optim,28902235,103925,28776868,18090
4096,2000,512,double,cuda_naive,34792098,105881,34664635,18299
4096,2000,512,double,cuda_shared,26843986,105741,26717083,17739
4096,2000,1024,uint16_t,cuda_naive,42516504,103297,42391626,18089
4096,2000,1024,uint16_t,cuda_shared,31877443,102947,31753333,17740
4096,2000,1024,uint32_t,cuda_naive,40580478,103995,40454763,18298
4096,2000,1024,uint32_t,cuda_shared,31827575,105113,31693408,18020
4096,2000,1024,float,cuda_naive,40527119,104694,40400914,18089
4096,2000,1024,float,cuda_shared,32022226,103786,31895601,19417
4096,2000,1024,float,cuda_optim,37440652,111748,37307673,17810
4096,2000,1024,double,cuda_naive,43274710,105951,43147388,18020
4096,2000,1024,double,cuda_shared,34569650,106160,34441559,18438
4096,2000,1,float,thrust,310239,181939,124110,1397
4096,2000,1,float,std::accumulate,804303,181939,124110,1397
4096,2000,1,float,cpu,7315131,181939,124110,1397
4096,2000,1,float,cpu_seq,816386,181939,124110,1397
8192,2000,32,uint16_t,cuda_naive,23312625,107348,23183905,17810
8192,2000,32,uint16_t,cuda_shared,19930936,104414,19804731,18439
8192,2000,32,uint32_t,cuda_naive,23100864,107417,22972424,17600
8192,2000,32,uint32_t,cuda_shared,19850268,113773,19715612,17531
8192,2000,32,float,cuda_naive,23384562,106090,23256891,18159
8192,2000,32,float,cuda_shared,20120208,105951,19992327,18509
8192,2000,32,float,cuda_optim,19969768,108814,19839722,17880
8192,2000,32,double,cuda_naive,23302149,110979,23170078,17740
8192,2000,32,double,cuda_shared,19928911,111049,19796769,17670
8192,2000,64,uint16_t,cuda_naive,23341261,104414,23214776,18648
8192,2000,64,uint16_t,cuda_shared,19934707,105881,19807874,17600
8192,2000,64,uint32_t,cuda_naive,23245018,106370,23116927,18229
8192,2000,64,uint32_t,cuda_shared,19859138,106649,19730838,18229
8192,2000,64,float,cuda_naive,23295933,107417,23166795,18368
8192,2000,64,float,cuda_shared,19947139,106299,19819887,17531
8192,2000,64,float,cuda_optim,19871635,105881,19744941,17390
8192,2000,64,double,cuda_naive,23328526,109513,23197432,18159
8192,2000,64,double,cuda_shared,19980853,109722,19850109,17670
8192,2000,128,uint16_t,cuda_naive,26156433,104275,26030577,18229
8192,2000,128,uint16_t,cuda_shared,22623749,104553,22498383,17390
8192,2000,128,uint32_t,cuda_naive,26053486,106160,25925954,17950
8192,2000,128,uint32_t,cuda_shared,22588479,105950,22461785,17391
8192,2000,128,float,cuda_naive,26035747,106021,25908423,17950
8192,2000,128,float,cuda_shared,21381607,105601,21254773,17810
8192,2000,128,float,cuda_optim,20347036,106719,20219504,17460
8192,2000,128,double,cuda_naive,27730815,109652,27599581,18159
8192,2000,128,double,cuda_shared,22872597,109303,22742481,17460
8192,2000,256,uint16_t,cuda_naive,31565007,103855,31438453,19347
8192,2000,256,uint16_t,cuda_shared,23167190,103645,23042593,17600
8192,2000,256,uint32_t,cuda_naive,31488391,107138,31359950,17810
8192,2000,256,uint32_t,cuda_shared,22760290,106789,22632758,17391
8192,2000,256,float,cuda_naive,31492861,112935,31358624,17949
8192,2000,256,float,cuda_shared,23070180,105741,22943277,17810
8192,2000,256,float,cuda_optim,22916318,105392,22789484,18019
8192,2000,256,double,cuda_naive,31846261,110699,31712375,19765
8192,2000,256,double,cuda_shared,23923301,110421,23791719,17740
8192,2000,512,uint16_t,cuda_naive,37390329,111538,37257140,18229
8192,2000,512,uint16_t,cuda_shared,28800726,104205,28675569,17600
8192,2000,512,uint32_t,cuda_naive,37759375,105671,37632123,18089
8192,2000,512,uint32_t,cuda_shared,28711119,105951,28584075,17670
8192,2000,512,float,cuda_naive,37714466,106090,37586655,18369
8192,2000,512,float,cuda_shared,29016538,105741,28889705,17600
8192,2000,512,float,cuda_optim,28887470,105811,28760288,18019
8192,2000,512,double,cuda_naive,37657057,110211,37524636,18787
8192,2000,512,double,cuda_shared,28739684,111398,28607193,17601
8192,2000,1024,uint16_t,cuda_naive,49104879,104624,48978394,18438
8192,2000,1024,uint16_t,cuda_shared,34757840,104414,34632403,17600
8192,2000,1024,uint32_t,cuda_naive,49095799,106788,48967220,18368
8192,2000,1024,uint32_t,cuda_shared,34878317,106160,34751065,17740
8192,2000,1024,float,cuda_naive,49099175,113144,48964240,18438
8192,2000,1024,float,cuda_shared,35044507,105531,34917813,17740
8192,2000,1024,float,cuda_optim,40126504,105671,39999182,18298
8192,2000,1024,double,cuda_naive,49125321,109792,48993669,18508
8192,2000,1024,double,cuda_shared,37324925,109932,37193621,17949
8192,2000,1,float,thrust,436234,178796,253108,1536
8192,2000,1,float,std::accumulate,1626485,178796,253108,1536
8192,2000,1,float,cpu,15440991,178796,253108,1536
8192,2000,1,float,cpu_seq,1635076,178796,253108,1536
16384,2000,32,uint16_t,cuda_naive,25377020,109932,25245577,17880
16384,2000,32,uint16_t,cuda_shared,20027668,106998,19899437,17810
16384,2000,32,uint32_t,cuda_naive,25893224,109932,25762200,17740
16384,2000,32,uint32_t,cuda_shared,19865633,110561,19734260,17461
16384,2000,32,float,cuda_naive,25913827,110002,25782594,17880
16384,2000,32,float,cuda_shared,20048551,110421,19917316,17391
16384,2000,32,float,cuda_optim,22914874,109582,22784688,17251
16384,2000,32,double,cuda_naive,26093183,130326,25941694,17810
16384,2000,32,double,cuda_shared,23016984,118802,22877159,17600
16384,2000,64,uint16_t,cuda_naive,23217221,106021,23088152,19626
16384,2000,64,uint16_t,cuda_shared,20004340,105881,19877367,17670
16384,2000,64,uint32_t,cuda_naive,23468863,109722,23337489,18299
16384,2000,64,uint32_t,cuda_shared,19861443,110071,19730698,17321
16384,2000,64,float,cuda_naive,23535282,109932,23403909,18159
16384,2000,64,float,cuda_shared,20063706,109442,19933311,17600
16384,2000,64,float,cuda_optim,20033464,109373,19903069,17600
16384,2000,64,double,cuda_naive,25936387,129976,25784969,18089
16384,2000,64,double,cuda_shared,20372408,117964,20233632,17461
16384,2000,128,uint16_t,cuda_naive,28834977,106998,28705909,18578
16384,2000,128,uint16_t,cuda_shared,23029555,113214,22890848,22140
16384,2000,128,uint32_t,cuda_naive,28862076,109512,28724976,24236
16384,2000,128,uint32_t,cuda_shared,22780358,109722,22649893,17391
16384,2000,128,float,cuda_naive,28856000,109722,28724906,17950
16384,2000,128,float,cuda_shared,23159391,109932,23028437,17600
16384,2000,128,float,cuda_optim,23057771,109233,22927026,18089
16384,2000,128,double,cuda_naive,29047018,120967,28902934,19765
16384,2000,128,double,cuda_shared,22974588,118173,22835464,17600
16384,2000,256,uint16_t,cuda_naive,31675180,106719,31546810,18159
16384,2000,256,uint16_t,cuda_shared,25701926,106649,25574325,17600
16384,2000,256,uint32_t,cuda_naive,31537940,110211,31405799,18368
16384,2000,256,uint32_t,cuda_shared,25561963,109862,25431288,17391
16384,2000,256,float,cuda_naive,31665193,116706,31527045,18019
16384,2000,256,float,cuda_shared,25349695,109722,25219020,17460
16384,2000,256,float,cuda_optim,23277052,109653,23146237,17810
16384,2000,256,double,cuda_naive,34611800,118382,34471557,18508
16384,2000,256,double,cuda_shared,25972120,117964,25833274,17460
16384,2000,512,uint16_t,cuda_naive,40298485,107347,40169487,18228
16384,2000,512,uint16_t,cuda_shared,28799608,106858,28671658,17670
16384,2000,512,uint32_t,cuda_naive,40507103,117126,40367070,19555
16384,2000,512,uint32_t,cuda_shared,28800935,110350,28669842,17391
16384,2000,512,float,cuda_naive,40499351,110001,40366442,19556
16384,2000,512,float,cuda_shared,28902067,110071,28771113,17530
16384,2000,512,float,cuda_optim,28824612,109722,28693449,18019
16384,2000,512,double,cuda_naive,40483078,117964,40343533,18229
16384,2000,512,double,cuda_shared,31551528,118033,31412472,17670
16384,2000,1024,uint16_t,cuda_naive,54991661,112865,54857006,18368
16384,2000,1024,uint16_t,cuda_shared,37381739,106020,37254766,17600
16384,2000,1024,uint32_t,cuda_naive,54997318,110211,54865317,18299
16384,2000,1024,uint32_t,cuda_shared,37370075,110560,37238492,17670
16384,2000,1024,float,cuda_naive,54990823,109932,54859240,18299
16384,2000,1024,float,cuda_shared,37640783,110071,37509689,17670
16384,2000,1024,float,cuda_optim,40413305,109862,40281933,18159
16384,2000,1024,double,cuda_naive,54999483,118452,54858612,18997
16384,2000,1024,double,cuda_shared,40186179,119150,40045098,18578
16384,2000,1,float,thrust,689412,190319,494762,1537
16384,2000,1,float,std::accumulate,3318409,190319,494762,1537
16384,2000,1,float,cpu,36597761,190319,494762,1537
16384,2000,1,float,cpu_seq,3317362,190319,494762,1537
32768,2000,32,uint16_t,cuda_naive,26026317,115239,25889148,18229
32768,2000,32,uint16_t,cuda_shared,23079818,110560,22947886,17950
32768,2000,32,uint32_t,cuda_naive,28857787,120198,28716147,17950
32768,2000,32,uint32_t,cuda_shared,22837186,119779,22696385,17600
32768,2000,32,float,cuda_naive,28826428,120059,28685207,17740
32768,2000,32,float,cuda_shared,23095183,119011,22955010,17740
32768,2000,32,float,cuda_optim,25836207,118592,25696732,17461
32768,2000,32,double,cuda_naive,31809804,146180,31642532,17740
32768,2000,32,double,cuda_shared,25794372,133678,25639322,18019
32768,2000,64,uint16_t,cuda_naive,26047759,109932,25916246,18159
32768,2000,64,uint16_t,cuda_shared,22892361,109583,22761896,17461
32768,2000,64,uint32_t,cuda_naive,26035676,118522,25895712,18090
32768,2000,64,uint32_t,cuda_shared,22766017,118173,22627101,17391
32768,2000,64,float,cuda_naive,26074299,118173,25934615,18229
32768,2000,64,float,cuda_shared,23243318,117684,23104751,17531
32768,2000,64,float,cuda_optim,22979176,117544,22840679,17600
32768,2000,64,double,cuda_naive,28929026,133189,28772649,19765
32768,2000,64,double,cuda_shared,23745902,132979,23592040,17461
32768,2000,128,uint16_t,cuda_naive,31649167,109791,31517794,18159
32768,2000,128,uint16_t,cuda_shared,24207838,116985,24069970,17530
32768,2000,128,uint32_t,cuda_naive,31516397,117126,31377970,17949
32768,2000,128,uint32_t,cuda_shared,25538959,124599,25393547,17391
32768,2000,128,float,cuda_naive,31498867,117893,31359462,18159
32768,2000,128,float,cuda_shared,25686187,117335,25548038,17391
32768,2000,128,float,cuda_optim,25778518,117265,25640440,17460
32768,2000,128,double,cuda_naive,34762728,140523,34599088,19696
32768,2000,128,double,cuda_shared,25747507,139545,25587080,17531
32768,2000,256,uint16_t,cuda_naive,34989925,109792,34858482,18299
32768,2000,256,uint16_t,cuda_shared,25837464,116427,25700224,17461
32768,2000,256,uint32_t,cuda_naive,34748761,117963,34609426,17949
32768,2000,256,uint32_t,cuda_shared,25695406,117963,25556909,17251
32768,2000,256,float,cuda_naive,34745198,118103,34604327,19347
32768,2000,256,float,cuda_shared,26034978,117754,25896481,17320
32768,2000,256,float,cuda_optim,25825452,117474,25686466,18159
32768,2000,256,double,cuda_naive,37746803,135354,37589449,18648
32768,2000,256,double,cuda_shared,28941807,135284,28785221,17880
32768,2000,512,uint16_t,cuda_naive,43350795,110700,43216279,20324
32768,2000,512,uint16_t,cuda_shared,31487133,111677,31354294,17740
32768,2000,512,uint32_t,cuda_naive,43521769,118592,43381457,18298
32768,2000,512,uint32_t,cuda_shared,31599526,119011,31459493,17670
32768,2000,512,float,cuda_naive,43422846,118731,43282673,18089
32768,2000,512,float,cuda_shared,31653529,125087,31507419,17670
32768,2000,512,float,cuda_optim,28924934,117684,28785948,17880
32768,2000,512,double,cuda_naive,46375634,140453,46213670,18089
32768,2000,512,double,cuda_shared,31614488,134027,31459508,17530
32768,2000,1024,uint16_t,cuda_naive,60924462,110141,60792669,18229
32768,2000,1024,uint16_t,cuda_shared,40320386,109792,40189362,17810
32768,2000,1024,uint32_t,cuda_naive,60924880,125227,60776605,19556
32768,2000,1024,uint32_t,cuda_shared,40141310,118103,40002325,17530
32768,2000,1024,float,cuda_naive,60779818,118592,60639644,18229
32768,2000,1024,float,cuda_shared,40382197,147786,40211921,18508
32768,2000,1024,float,cuda_optim,40351047,122014,40206683,18927
32768,2000,1024,double,cuda_naive,60922087,137519,60761170,19975
32768,2000,1024,double,cuda_shared,42951621,134935,42795104,18159
32768,2000,1,float,thrust,1202473,214834,983239,1606
32768,2000,1,float,std::accumulate,6634799,214834,983239,1606
32768,2000,1,float,cpu,73316492,214834,983239,1606
32768,2000,1,float,cpu_seq,6646183,214834,983239,1606
65536,2000,64,uint16_t,cuda_naive,37363198,127951,37213037,18159
65536,2000,64,uint16_t,cuda_shared,28675597,127671,28525996,18438
65536,2000,64,uint32_t,cuda_naive,39179444,147716,39009937,18229
65536,2000,64,uint32_t,cuda_shared,28559590,134376,28404191,17600
